athlete_full_name,country_name
Pedro FERNANDEZ,Cuba
Angel Alfredo JIMENEZ,Cuba
Katerina Gueorguieva MALEEVA,Bulgaria
Magdalena MALEEVA,Bulgaria
Zintis EKMANIS,Latvia
Aldis INTLERS,Latvia
Sylwia NOWAK,Poland
Sebastian KOLASINSKI,Poland
Sergey ERMISHIN,Russian Federation
Mikhail KOUCHNEREV,Russian Federation
Rene SCHWALL,Germany
Giuliano PEIXOTO,Brazil
Javier FRANA,Argentina
Luis LOBO,Argentina
Vladimir FEDOROV,Russian Federation
Michael GONZALES,Puerto Rico
Manuel REPOLLET,Puerto Rico
Lilian LEAL,Mexico
Agneta ENGSTROM,Sweden
Nikolai MOROZOV,Belarus
Beate BÜHLER,Germany
Monika KNEJP,Sweden
Kristina KNEJP,Sweden
Elien MEIJER,Netherlands
Anneke VENEMA,Netherlands
Sasa HIRSZON,Croatia
Ilko Karacholov,Bulgaria
Ivan KARATCHOLOV,Bulgaria
Zdravko STOJNIC,Bosnia and Herzegovina
Andy Brian GOODE,Great Britain
Zlatko BUZINA,Croatia
Marko PERINOVIC,Croatia
Robert TALEANU,Romania
Gabriel Ovidio CURUTCHET,Argentina
Oliver STAMM,Austria
Eduardo FARRE,Argentina
Mariano Daniel LUCCA,Argentina
Marnie Elizabeth MCBEAN,Canada
Kathleen HEDDLE,Canada
Lily HUGH,United States of America
Anton SUSENO,Indonesia
Ismu HARINTO,Indonesia
Maria KRAHE,Brazil
Rita GRANDE,Italy
Miroslava VAVRINEC,Switzerland
Eric ALARD,France
Eric LE CHANONY,France
Joseph STOCKHAUSEN,Jamaica
Andras RAJNA,Hungary
Leobaldo PEREIRA,Cuba
Shayne BRODIE,Fiji
Angus PATTIE,Fiji
Lyanne Miyuki KOSAKA,Brazil
Monica DOTI,Brazil
Oļegs Šļahovs,Latvia
Andrew CLOUGH,Great Britain
Iain CLOUGH,Great Britain
Andrei ANTROPOV,Russian Federation
Chih-Jung CHEN,Chinese Taipei
Yu-Hui LIEN,Chinese Taipei
Vladimir BANJANAC,Independent Olympic Athletes
Lazo PIVAC,Independent Olympic Athletes
Byron Timothy MARSH,Cayman Islands
John Patrick BODDEN,Cayman Islands
Kim PLUGGE,Switzerland
Pia VOGEL,Switzerland
Zahid Ali PIRZADA,Pakistan
Hazrat ISLAM,Pakistan
Victor Reneischi,Republic of Moldova
Margit BORG,Sweden
Rosalina RISEU,Indonesia
Magne KVALVIK,Norway
Tor-Albert ERSDAL,Norway
Kjetil UNDSET,Norway
Steffen STOERSETH,Norway
Hrvoje TELISMAN,Croatia
Danijel BAJLO,Croatia
Jose Ramon FERRER CRUZ,Mexico
Jose Antonio ROMERO CASALES,Mexico
Aiko MIYAMURA,Japan
Aikiko MIYAMURA,Japan
Marc PEERS,Canada
Roy JANSE,Canada
Eun-Ha KIM,Republic of Korea
Sung-Hee PARK,Republic of Korea
Dino CRESCENTINI,San Marino
Mike CROCENZI,San Marino
Robert SASSONE,France
Christophe CAPELLE,France
Haruko MATSUDA,Japan
Yoshiko IWATA,Japan
Martin BILLOCH,Argentina
Aya KAWAI,Japan
Hiroshi TANAKA,Japan
Avo KEEL,Estonia
Kaido KREEN,Estonia
Katalin BACSICS,Hungary
Eniko NEMETH,Hungary
Rexy Ronald MAINAKY,Indonesia
Ricky Achmad SUBAGJA,Indonesia
Yun-Jeong Jo,Republic of Korea
Paul LANGLEY,Australia
Arnaud BOETSCH,France
Guillaume RAOUX,France
Gilliam HETHERINGTON,Canada
Patricia HY-BOULAIS,Canada
Jose Luis Abrante SALEMA,Argentina
Michel ANDRIEUX,France
Jean Christophe ROLLAND,France
Francesco IVALDI,Italy
Lisa CAMPBELL,Australia
Murray HOCKING,Australia
Roland OPFER,Germany
Michelle DO,United States of America
Gavin BRADY,New Zealand
Robert GALE,New Zealand
Manuela LUTZE,Germany
Jacqueline SOAMES,Great Britain
John JENKINS,Great Britain
Yanfen LIN,People's Republic of China
Fen YAO,People's Republic of China
Bacinte SOLIMAN,Egypt
Shaimaa Abdul Aziz,Egypt
Katrin WAGNER,Germany
Mauricio MONTESERIN,Spain
Jaime RIOS,Spain
Stig Raagaard HANSEN,Denmark
Helene HANSEN,Denmark
Mariana MESA,Colombia
Daniela BEDANOVA,Czech Republic
Kvetoslava HRDLICKOVA,Czech Republic
Inga RODIONOVA,Azerbaijan
Aleksandr ANICHENKO,Azerbaijan
Dinu Mihai PESCARIU,Romania
Ion APOSTOL,Romania
Udo RAUMANN,Germany
Rüdiger HÜBBERS,Germany
Erez SHEMESH,Israel
Shai Bachar,Israel
Eliseu GANDA,Angola
Luvambu FILIPE,Angola
Tom MCWILLIAM,Ireland
Marina ANISSINA,France
Gwendal PEIZERAT,France
Rachael TAYLOR,Australia
M.-Claude SAVARD-GAGNON,Canada
Luc BRADET,Canada
Reto GOETSCHI,Switzerland
Guido ACKLIN,Switzerland
Lisa BERTINI,Italy
Martina ORZAN,Italy
Yannik MORIN,Canada
John SOKOLOWSKI,Canada
Leonardo PETTINARI,Italy
Jason DUNGJEN,United States of America
Xingdong CHEN,People's Republic of China
Paul STEVENSON,Australia
Steffen FETZNER,Germany
Steven Keneth KELLY,Bahamas
William HOLOWESKO,Bahamas
Anna Marita SLUNGA-TALLBERG,Finland
Katri Anneli LAIKE,Finland
Andre EHRENBERG,Germany
Jan KVALHEIM,Norway
Kai BJORN,Canada
Jason GIOBBI,Australia
Adam BARCLAY,Australia
Szilvia MEDNYANSZKI,Hungary
Chire KOYAMA,Japan
Taeko TODO,Japan
Pablo CAMPANA,Ecuador
Nicolas LAPENTTI,Ecuador
Natalya MISHKUTYONOK,Russian Federation
Kyoko SASAGE,Japan
James Spencer COURIER,United States of America
Peter SAMPRAS,United States of America
Christian CLAUS,Austria
Norbert PETSCHEL,Austria
Claudio CELON,Italy
Mario CELON,Italy
Chin-Long CHIH,Chinese Taipei
Chin-Shui CHIH,Chinese Taipei
Bengt HAGANDER,Sweden
Magnus KJELL,Sweden
Jose Ramon OYARZABAL URANGA,Spain
Jose Luis CORTA,Spain
Elizabeth CAIN,Australia
Peter CAIN,Australia
Johan VON KOSKULL,Finland
Peter VON KOSKULL,Finland
Yanis KIPURS,Soviet Union
Vladimir KOSLOV,Soviet Union
Glenn HAYNES,Brazil
Christian FORCELLINI,San Marino
Gabriel FRANCINI,San Marino
Alan COOKE,Great Britain
Carl Lustig PREAN,Great Britain
Fatai ADEYEMO,Nigeria
Oluyomi BANKOLE,Nigeria
Christopher CAIRNS,Australia
John Scott ANDERSON,Australia
Peter GSCHNITZER,Italy
Karl BRUNNER,Italy
Maria BRANDIN,Sweden
Carina GUSTAVSSON,Sweden
Sophie BERGE,France
Christoph BRULLMANN,Switzerland
Rolf ZWICKY,Switzerland
Bruce BAYLEY,Barbados
Howard PALMER,Barbados
Keith BARKER,British Virgin Islands
Peter BARKER,British Virgin Islands
Catherine SADLEIR,New Zealand
Lynette SADLEIR,New Zealand
Peter ERZBERGER,Brazil
Eduardo De Souza SOUZA,Brazil
Patrick MCDONAGH,Ireland
Michelle CAMERON,Canada
Carolyn WALDO,Canada
Wolfgang HOPPE,German Democratic Republic (Germany)
Vladimir ALEKSANDROV,Soviet Union
Gerhard RAINER,Austria
Thomas BACHLER,Austria
Sharon JONES,Great Britain
Paul ASKHAM,Great Britain
Karen BARBER,Great Britain
Nicholas Mark SLATER,Great Britain
Guido ALKEMADE,Netherlands
John STAVENUITER,Netherlands
Valery Yakushin,Soviet Union
Sergey DANILIN,Soviet Union
Helen AMANKWA,Ghana
Patience Abena OPOKUA,Ghana
Alexandar SIMEONOV,Bulgaria
J. Bretnall YOUNG,United States of America
Bruce Perry MERRITT,United States of America
Steven Richard ERICKSON,United States of America
William E. Sr. BUCHAN,United States of America
Paula CARVALHO,Brazil
Teresa CARVALHO,Brazil
Constantin IANCU,Romania
Constantin OBREJA,Romania
Lotta ERLMAN,Sweden
Claude DASSE,France
Niels ELLWANGER,Federal Republic of Germany
Carsten LOMKER,Federal Republic of Germany
William Carl Jr. BUCHAN,United States of America
Susan Jane GARLAND,Great Britain
Robert DAW,Great Britain
Ricardo Esteves ESTEVES CARVALHO,Brazil
Ronaldo Esteves ESTEVES CARVALHO,Brazil
Suharyadi SUHARYADI,Indonesia
Donald WALALANGI,Indonesia
Hans REITER,US Virgin Islands
Jia-Liang JIANG,People's Republic of China
Zeng-Cai XU,People's Republic of China
Pierre Marie DELOOF,Belgium
Dirk CROIS,Belgium
Daniele LAUMANN,Canada
Silken Suzette LAUMANN,Canada
Albert SCHIESS,Switzerland
Walter STEINER,Switzerland
Iztok BOZIC,Slovenia
Blaz TRUPEJ,Slovenia
Markus DRONTMANN,Netherlands
Robert DRONTMANN,Netherlands
Julio LABANDEIRA,Argentina
Michael SPERR,Federal Republic of Germany
Rolf MÜLLER,Federal Republic of Germany
Helmut BRUNNER,Italy
Walter BRUNNER,Italy
Giuseppe SORAVIA,Italy
Georg WERTH,Italy
Evert BASTET,Canada
Terence MCLAUGHLIN,Canada
Miguel ELIZONDO,Mexico
Kelly EVERNDEN,New Zealand
Bruce DERLIN,New Zealand
Suzanne SEMANICK,United States of America
Scott GREGORY,United States of America
Luis Adrian TAMES-PEREA,Mexico
Walter SCHLAGBAUER,Austria
Greet HELLEMANS,Netherlands
Nicolette HELLEMANS,Netherlands
Siyka Kelbecheva-Barbulova,Bulgaria
Stoyanka GRUITCHEVA-KUBATOVA,Bulgaria
April SARGENT,United States of America
Russell WITHERBY,United States of America
Guido BEHLING,German Democratic Republic (Germany)
Torsten KRENTZ,German Democratic Republic (Germany)
Nicola PAYNE,New Zealand
Lynley HANNEN,New Zealand
Manuela MALEEVA-FRAGNIERE,Bulgaria
Iryna Chunykhovska,Soviet Union
Juha VALTANEN,Finland
Pekka NARKO,Finland
Erik ZUCKER,US Virgin Islands
Trace TERVO,US Virgin Islands
Zoran PANCIC,Yugoslavia
Milorad STANULOV,Yugoslavia
Armando CHAVEZ,Mexico
Hans RINN,German Democratic Republic (Germany)
Norbert HAHN,German Democratic Republic (Germany)
Brent RUSHLAW,United States of America
Joseph W.C. TYLER,United States of America
Nicholas David PHIPPS,Great Britain
George FARRELL,Great Britain
Lee Ann MILLER,United States of America
William Benjamin FAUVER,United States of America
Isabella MICHELI,Italy
Roberto PELIZZOLA,Italy
Julian BROOKE-HOUGHTON,Great Britain
Rodney Stuart PATTISSON,Great Britain
Peter EVANS,New Zealand
Sean REEVES,New Zealand
Katia OVERFELDT,Belgium
Patricia SERNEELS,Belgium
Sjoerd HOEKSTRA,Netherlands
Joost ADEMA,Netherlands
Marco BELLODIS,Italy
Carl-Erik ERIKSSON,Sweden
Nils STEFANSSON,Sweden
Charles WIGGIN,Great Britain
Malcolm CARMICHAEL,Great Britain
Henriette FRÖSCHL,Federal Republic of Germany
Christian STEINER,Federal Republic of Germany
Eoin COLLINS,Ireland
Janos SARUSI-KIS,Hungary
Istvan VASKUTI,Hungary
Alison BONNER,Great Britain
Kim Susannah THOMAS,Great Britain
Claudio KANO,Brazil
Manuela MAGER,German Democratic Republic (Germany)
Uwe BEWERSDORFF,German Democratic Republic (Germany)
Conrad Francis FINDLAY,United States of America
Dennis Walter CONNER,United States of America
Jakob HLASEK,Switzerland
Marc ROSSET,Switzerland
Ruxandra DRAGOMIR,Romania
Irina SPIRLEA,Romania
Borys Rozenberh,Soviet Union
Barbara Ann KIRCH,United States of America
Charlene TOWNE,United States of America
Christinel PICIOREA,Romania
Marina PESTOVA,Soviet Union
Stanislav LEMOVICH,Soviet Union
Kerri Michelle TEPPER,Australia
Ying KWOK,Australia
Larisa SAVCHENKO,Soviet Union
Susan WYNNE,United States of America
Joseph DRUAR,United States of America
Todor TODOROV,Bulgaria
Nikolaï BOTEV,Bulgaria
John BEATTIE,Great Britain
Richard STANHOPE,Great Britain
Jörg SCHRAMME,German Democratic Republic (Germany)
Uwe STEINGROSS,German Democratic Republic (Germany)
Abram EKELS,Netherlands
Benjamin STAARTJES,Netherlands
Scott WENDLAND,United States of America
Deyan Slavov BONEV,Bulgaria
Petar BOZHILOV,Bulgaria
Michael ALJOE,United States of America
Guy Gerard,France
S. Bret,France
Matija LJUBEK,Yugoslavia
Mirko NISOVIC,Yugoslavia
Adrian ARENDT,Romania
Mircea CARP,Romania
Dan Ibsen SORENSEN,Denmark
Lars LONBORG,Denmark
Per RASMUSSEN,Denmark
Bjarne ELTANG,Denmark
Gottfried BAR,Austria
Natalya BESTEMYANOVA,Soviet Union
Andrey BUKIN,Soviet Union
Martin B. FERRARI,Argentina
Sergio Hugo SINISTRI,Argentina
Anastasios BAVELAS,Greece
George EFREMOGLOU,Greece
Laurent LACASA,France
Alexandre PERAHIA,France
Chin-Sen CHEN,Chinese Taipei
Sharon HAMBROOK,Canada
Kelly KRYCZKA,Canada
Hans-Jürgen PFOHE,Spain
Montague Roscoe HIGGS,Bahamas
Muhammad Zakaullah,Pakistan
Munir Sadiq,Pakistan
Bogdan KRAMER,Poland
Jarogniew KRÜGER,Poland
Szabolcs DETRE,Hungary
Zsolt DETRE,Hungary
Roger POTTER,Great Britain
Michael PUGH,Great Britain
Ana Maria GODES,Spain
Gloria GAUCHIA,Spain
Rachel MAYER,United States of America
Peter BREEN,United States of America
Stephan PUXKANDL,Austria
Alejandro FERREIRO DE NAVA,Uruguay
Bernd KNUPPEL,Uruguay
Hans Christopher STEINFELD,United States of America
Stephen Delancey BENJAMIN,United States of America
Borislav ANANIEV,Bulgaria
Nikolai ILKOV,Bulgaria
Marek DOPIERALA,Poland
Jan PINCZURA,Poland
Erich AMPLATZ,Austria
Kelly RAO,India
Christopher TIMMS,New Zealand
Jong-Yeol O,Republic of Korea
Ki-Han KIM,Republic of Korea
Thomas DE LA HUNTY,Great Britain
Alec LEONCE,Great Britain
Eva RAKUSZ,Hungary
Maria ZAKARIAS,Hungary
Erik LINDH,Sweden
Barry GRIFFITHS,New Zealand
Peter Stuart JACKSON,New Zealand
Carlos ROSSI,Chile
Rodrigo ZWAZOLA,Chile
Alberto GONZALEZ,Chile
Juan BARAHONA,Chile
Gyorgy HOLOVICS,Hungary
Tamas HOLOVITS,Hungary
Aleksandr POTAPOV,Soviet Union
Viktor POTAPOV,Soviet Union
Gregory TORPY,Australia
Dorin DEGAN,Romania
Grigore Anghel,Romania
Cathleen THAXTON-TIPPETT,United States of America
Julia Hand GEER,United States of America
Judy BLUMBERG,United States of America
Michael SEIBERT,United States of America
Dimitrios Dimitriou,Cyprus
Panagiotis Nikolaou,Cyprus
Manfred KAUFMANN,Brazil
Reinaldo CONRAD,Brazil
Richard HEALEY,United States of America
Walter DANCO,United States of America
Hans HILTEBRAND,Switzerland
Walter RAHM,Switzerland
Yukino MATSUMOTO,Japan
Aarne LINDROOS,Finland
Kari LINDROOS,Finland
Desmond DOUGLAS,Great Britain
Skylet ANDREW,Great Britain
Erich Walch,Italy
P. Seebacher,Italy
Thomas SCHWAB,Federal Republic of Germany
Wolfgang STAUDINGER,Federal Republic of Germany
Antonio MASTRANDREA,Italy
Danio MERLI,Italy
Francisco Antunes MOURAO,Portugal
Joaquim Leca RAMADA,Portugal
Daniel BURGNER,US Virgin Islands
David ENTWISTLE,US Virgin Islands
Bernhard LEHMANN,German Democratic Republic (Germany)
Mario HOYER,German Democratic Republic (Germany)
Lalin JIRASINHA,Sri Lanka
Ranil DIAS,Sri Lanka
Geoffrey HORAN,New Zealand
Allan HORAN,New Zealand
Barry KELLY,Australia
Robert LEE,Australia
Lawrence WOODS,Canada
Michael DE LA ROCHE,Canada
Annemarie DERCKX,Netherlands
Sheila CONOVER,United States of America
Cathy J. MARINO,United States of America
Andreas KARAPATAKIS,Cyprus
Khristos Khristoforou,Cyprus
Adelina GONZALEZ MUNOZ,Spain
Anna BACCHIEGA,Italy
Nives MONICO,Italy
Jörg HOFFMANN,German Democratic Republic (Germany)
Jochen PIETZSCH,German Democratic Republic (Germany)
Bernhard GERMESHAUSEN,German Democratic Republic (Germany)
Hans Jürgen GERHARDT,German Democratic Republic (Germany)
Dragos PANAITESCU,Romania
Gheorghe LIXANDRU,Romania
Cesare BIAGI,Italy
Franco PIVOLI,Italy
Vijay AMRITRAJ,India
Anand AMRITRAJ,India
Carlos WANDERLEY,Brazil
Eduardo Henrique PENIDO,Brazil
Marcos Pinto Rizzo SOARES,Brazil
Marleen KUPPENS,Belgium
Brigitte VERNAILLEN,Belgium
Fritz SPERLING,Austria
Kurt OBERHÖLLER,Austria
"Carl Auteried, Jr.",Austria
Wolfgang BOHM,Austria
Calla URBANSKI,United States of America
Rocky Marval,United States of America
Yelena VALOVA,Soviet Union
Oleg VASILYEV,Soviet Union
Andreas SCHMELZ,Federal Republic of Germany
Georg AGRIKOLA,Federal Republic of Germany
Katerina MATOUSEK,Canada
Marco SAVELLI,Italy
Roberto GAZZEI,Italy
Marina CHERKASOVA,Soviet Union
Sergey SHAKRAY,Soviet Union
Felix GANCEDO GOMEZ,Spain
Jesus TURRO HOMEDES,Spain
Kerstin SPITTLER,German Democratic Republic (Germany)
Katrin SCHRODER,German Democratic Republic (Germany)
Danko MANDIC,Yugoslavia
Zoran KALEBIC,Yugoslavia
Jerzy DUNAJSKI,Poland
Marek WISLA,Poland
Peter FOSTER,Australia
Kelvin John GRAHAM,Australia
Lia TROVATI,Italy
Frederick FRITSCH,United States of America
John DEATLEY,United States of America
Jan Erik VOLLEBREGT,Netherlands
Sjoerd VOLLEBREGT,Netherlands
Dimitar PETROV,Bulgaria
Stoiko KHADILEV,Bulgaria
André BENOIT,Canada
Emilio SANCHEZ,Spain
Sergio CASAL MARTINEZ,Spain
Carl-Uwe STEEB,Federal Republic of Germany
Eric JELEN,Federal Republic of Germany
Matthias SEACK,Federal Republic of Germany
Oliver SEACK,Federal Republic of Germany
Jay GLASER,United States of America
Jeremy James PALMER-TOMKINSON,Great Britain
John DENBY,Great Britain
Hartmut FAUST,Federal Republic of Germany
Wolfram FAUST,Federal Republic of Germany
Michael Jeremy BATES,Great Britain
Andrew Nicholas CASTLE,Great Britain
Donald Bruce MAC DONALD,Canada
Alejandra Marta GABAGLIO,Argentina
Hae Ja KIM DE RIMASA,Argentina
Tracy WILSON,Canada
Robert MCCALL,Canada
Donella BURRIDGE,Australia
Lisa STEANES,Australia
Trine Elvstrøm-Myralf,Denmark
Paul Elvstrøm,Denmark
Line HADDAD,France
Sylvain PRIVE,France
Joachim GRIESE,Federal Republic of Germany
Michael MARCOUR,Federal Republic of Germany
Gunnlaugur JONASSON,Iceland
Jon PETURSSON,Iceland
Chung-Chou WU,Chinese Taipei
Chi-Fang HWANG,Chinese Taipei
Peter HEMPEL,German Democratic Republic (Germany)
Harry NOLTE,German Democratic Republic (Germany)
Gregory HAYDENLUCK,Canada
Monica Mae HAVELKA,United States of America
Borislav VUJADINOVIC,Yugoslavia
Miro PANDUREVIC,Yugoslavia
Anton FISCHER,Federal Republic of Germany
Hans METZLER,Federal Republic of Germany
Regina WOODWARD,Hungary
Csaba SZENTPETERY,Hungary
Min TAN,People's Republic of China
Xi LUO,People's Republic of China
Kiyoshi SAITO,Japan
Takehiro WATANABE,Japan
Natalie SEYBOLD,United States of America
Wayne SEYBOLD,United States of America
Bernadette BREGEON-HETTICH,France
Catherine MATHEVON,France
Ion DUMINICEL,Romania
Costel PETRARIU,Romania
Hakan LINDSTROM,Sweden
Peter SUNDELIN,Sweden
Boris Franz BECKER,Germany
Michael STICH,Germany
Erika MCDAVID,Brazil
Eva RIERA,Brazil
Ellen BECKER,Federal Republic of Germany
Iris VOLKNER,Federal Republic of Germany
Terez BEDNARIK,Hungary
Eva MOLNAR,Hungary
Nduka ODIZOR,Nigeria
Tony MMOH,Nigeria
Erik BJÖRKUM,Norway
Alexander SCHROFF,Switzerland
Daniel SCHROFF,Switzerland
Edit URBAN,Hungary
Ilias HADZIPAVLIS,Greece
Jörg SCHMALL,Federal Republic of Germany
Jörg SPENGLER,Federal Republic of Germany
Vladimir VASILYEV,Soviet Union
Vyacheslav TINEEV,Soviet Union
Csaba NAGY-LAKATOS,Romania
Laurentiu BUDUR,Romania
Bettina KAMPF,Federal Republic of Germany
Cordula KELLER,Federal Republic of Germany
Andreas FREY,Switzerland
John Garvin HOYT,Puerto Rico
Hovey T. FREEMAN,Puerto Rico
Isabelle DEMONGEOT,France
Irina Salomykova-Vaag,Soviet Union
Irina KHMELEVSKAYA,Soviet Union
Jennifer Kirsten BARNES,Canada
Sarah Ann OGILVIE,Canada
Franz PAULWEBER,Austria
Gerd ZAUNSCHIRM,Austria
Enrique MIGUEZ GOMEZ,Spain
Narciso SUAREZ AMADOR,Spain
Laurentin BALANOIU,Romania
Ewa KAMINSKA-EICHLER,Poland
Ewa WOJTASZEK,Poland
Hans BRANDNER,Federal Republic of Germany
Balthasar SCHWARM,Federal Republic of Germany
Igor ZUBORENKO,Soviet Union
Valeri VYRVICH,Soviet Union
Jacob Bojsen MOLLER,Denmark
Francis MASLEY,United States of America
"Ray Bateman, Jr.",United States of America
Leonardo LAVALLE,Mexico
Francisco MACIEL,Mexico
Michael WHITE,Jamaica
Angelica GAVALDON,Mexico
Lupita NOVELO,Mexico
Philippe RENAUD,France
Joel BETTIN,France
Jorma LEHTELA,Finland
Radka STOYANOVA,Bulgaria
Lalka Stoyanova BERBEROVA,Bulgaria
Grant KENNY,Australia
Harriet VAN ETTEKOVEN,Netherlands
Lynda CORNET,Netherlands
Günther LEMMERER,Austria
Franz LECHLEITNER,Austria
Morten CHRISTENSEN,Denmark
Michael TAUSON,Denmark
Hagen John BOWER,New Zealand
Lourdes CANDINI,Mexico
Bruce FORD,Canada
Patrick WALTER,Canada
Eckart KAPHENGST,Federal Republic of Germany
Hans-Friedrich BÖSE,Federal Republic of Germany
Richard COXON,Australia
Danut DOBRE,Romania
James A. TYLER,United States of America
Henk VAN GENT,Netherlands
Jan VAN DEN HONDEL,Netherlands
Franck LAMBERT,France
Pierre LANGLOIS,France
Rüdiger HELM,German Democratic Republic (Germany)
Bernd OLBRICHT,German Democratic Republic (Germany)
Jose Roberto BENITEZ,Puerto Rico
Miguel Antonio CASELLAS,Puerto Rico
Atanda Ganiyu MUSA,Nigeria
Günther EGER,Germany
Matthew ROY,United States of America
Pascale BESSON,France
Muriel HERMINE,France
Juha SIIRA,Finland
Brian VACHON,Canada
J.R.Serge CANTIN,Canada
Mika HOSHINO,Japan
Alfio PERABONI,Italy
Giorgio GORLA,Italy
Enrique DIAZ,Puerto Rico
"Juan Torruella, Jr.",Puerto Rico
Wendy SESSIONS,Great Britain
Stephen Gordon WILLIAMS,Great Britain
Nicolas CHATELAIN,France
Ricky MCINTOSH,Jamaica
Frank DIETRICH,Federal Republic of Germany
Michael TWITTMANN,Federal Republic of Germany
David Thomas WHITEHURST,United States of America
Robert Michael WHITEHURST,United States of America
Philip TUCKNISS,Zimbabwe
Mark GURR,Zimbabwe
Adrian DI PIAZZA,Australia
Simon DODD,Australia
Kitty CARRUTHERS,United States of America
Peter CARRUTHERS,United States of America
Claes Thunbo CHRISTENSEN,Denmark
Finn Thunbo CHRISTENSEN,Denmark
Piet NORVAL,South Africa
Igor LOBANOV,Unified Team
Bart Carpentier Alting,Netherlands Antilles
Dudley DEN DULK,Netherlands Antilles
Jose PEREZ CASTANE,Switzerland
Juan COSTAS TORDERA,Switzerland
Tibor KLAMPAR,Hungary
Zsolt KRISTON,Hungary
Owen PINNELL,New Zealand
Blair TELFORD,New Zealand
Flyura BULATOVA-ABBATE,Soviet Union
Olena KOVTUN,Soviet Union
Bernard PICHERY,France
Aleksandr FOMCHENKO,Soviet Union
Yevgeny Duleyev,Soviet Union
Luiz Antonio SOHNI AYDOS,Brazil
Marco Antonio PARADEDA,Brazil
Carl WINTERS,Belgium
Peter WINTERS,Belgium
Vania GESHEVA,Bulgaria
Diana PALIISKA,Bulgaria
Laurent COURARIE-DELAGE,France
Thierry POIREY,France
"Olney, III KENT",United States of America
Carl Terence WHITE,United States of America
Steffi GRAF,Federal Republic of Germany
Claudia KOHDE-KILSCH,Federal Republic of Germany
Slavcho Mangarakov,Bulgaria
Boyko Savov,Bulgaria
Joseph KILBURN,Canada
Robert WILSON,Canada
Claudia CHABALGOITY,Brazil
Andrea CHAHAD GUEDES VIEIRA,Brazil
Eckart DIESCH,Federal Republic of Germany
Jörg DIESCH,Federal Republic of Germany
Bertrand CARDIS,Switzerland
Rainer FROHLICH,Switzerland
Alejandro ABASCAL GARCIA,Spain
Jose Maria BENAVIDES ACCIBAR,Spain
Ramesh KRISHNAN,India
Kamlesh MEHTA,India
Sujay GHORPADE,India
Pamela Howard SHRIVER,United States of America
Zina GARRISON,United States of America
Aiko SAITO,Japan
Keiko NOGAMI,Japan
Derek PRENTICE,Great Britain
Christophe DYASON,Great Britain
Wai-Cheng LAU,Malaysia
Mee-Han LEONG,Malaysia
Antonio Mardel CORREIA,Portugal
Henrique Ulrich ANJOS,Portugal
Naoyuki OGAWA,Japan
Takashi TAMURA,Japan
Guerrino GHEDINA,Italy
Andrea MENEGHIN,Italy
Istvan SZABO,Hungary
Istvan JOOS,Hungary
Zdenek PECKA,Czechoslovakia
Vaclav VOCHOSKA,Czechoslovakia
Abiola Olawunmi ODUMOSU,Nigeria
Jeong-Bae KONG,Republic of Korea
Byung-In LEE,Republic of Korea
Michel VATRICAN,Monaco
Sherry BALL,Canada
Bernard BREGEON,France
Patrick LEFOULON,France
Natasha KUCHIKI,United States of America
Petr PROCHAZKA,Czechoslovakia
Alan LOHNISKY,Czechoslovakia
Jean Yves LE DEROFF,France
Fiona GALLOWAY,New Zealand
Alexander L. PETERSON,New Zealand
Peter HENRY,New Zealand
Kari OFSTAD,Norway
Anne WAHL,Norway
Sergei PETRENKO,Soviet Union
Aleksandr VINOGRADOV,Soviet Union
Carlos A. IRIGOYEN,Argentina
Guillermo PARADA,Argentina
Josef STEINMAYER,Switzerland
Reto HEILIG,Switzerland
Howard SILER,United States of America
Dick NALLEY,United States of America
Fuminori TSUSHIMA,Japan
