athlete_full_name,country_name
Jae-Hui Jeong,Republic of Korea
Soo Yun PARK,Republic of Korea
Nicklas KULTTI,Sweden
Anders SOEDERBERG,Sweden
Bengt WALDEN,Sweden
Babak AMIR-TAHMASSEB,France
Philippe AUBERTIN,France
Jinhao YU,People's Republic of China
Robbyn HERMITAGE,Canada
Brent OLYNYK,Canada
Tania GOOLEY,Australia
Pauline MANSER,Australia
Daniel VACEK,Czech Republic
Kyoko NAGATSUKA,Japan
Isabelle BRASSEUR,Canada
Lloyd EISLER,Canada
Charles Morgan SHIPWAY,US Virgin Islands
Jean Alphonse BRAURE,US Virgin Islands
Paolo MONTEFUSCO,Italy
Sandro MONTEFUSCO,Italy
Odile BARRE,France
Anna Maria BARABINO,Italy
Maria QUARRA,Italy
Celeste Deirdre FERRARIS,Australia
Semon Elke ROHLOFF,Australia
Qianhong GOTSCH,Germany
Milaine CLOUTIER,Canada
Adriana SAMUEL RAMOS,Brazil
Jean-François CALMES,Monaco
Csaba HORVATH,Hungary
Ida Katrine ANDERSEN,Norway
Linda ANDERSEN,Norway
Lena CARLSSON,Sweden
Boel BENGTSSON,Sweden
Jae Nam LEE,Republic of Korea
Seong-Ok Kim,Republic of Korea
Oksana KAZAKOVA,Russian Federation
Artur DMITRIYEV,Russian Federation
Kris STOOKEY,United States of America
Louise VAN VOORHIS,United States of America
Roberto LAUDERDALE,Mexico
Roberto TAMES,Mexico
Taek-Su Kim,Republic of Korea
Kevin WONG,United States of America
"Rob Heidger, Jr.",United States of America
Helen FLEMING,South Africa
Colleen ORSMOND,South Africa
Birute SAKICKIENE,Lithuania
Kristina POPLAVSKAJA,Lithuania
Moo-Kyo KIM,Republic of Korea
Kyoung-Ae PARK,Republic of Korea
Valda LAKE,Great Britain
Clare Jacqueline WOOD,Great Britain
Jesper Mollegaard STAAL,Denmark
Thor NIELSEN,Denmark
Liena SASTAPA,Latvia
Gunta LAMASA,Latvia
Christophe LEGOUT,France
Damien ELOI,France
Conal GROOM,United States of America
Lotte OLSEN,Denmark
Pernilla PETTERSSON,Sweden
Fumihiko MACHIDA,Japan
Koji MIYA,Japan
Fernando ZAMORA MACHADO,Cuba
Juan Antonio ABALLI DELGADO,Cuba
Joaquina COSTA IGLESIAS,Spain
Christine GOSSE,France
Isabelle DANJOU,France
Cyprus CAMA,India
Farokh TARAPORE,India
An KONISHI,Japan
Kajetan BRONIEWSKI,Poland
Adam KOROL,Poland
Friedrich Xavier GRUBER,Austria
Hubert RAUDASCHL,Austria
Olga SEDAKOVA,Unified Team
Ana Sofi SOBERANES,Mexico
Ni Putu Timy YUDHANI RAHAYU,Indonesia
Engel Berta Etta KAIZE,Indonesia
Stephen GILES,Canada
Dan HOWE,Canada
Anna VAN DER KAMP,Canada
Arnold JONKE,Austria
Christoph ZERBST,Austria
Zvetozar VIKTOROV,Bulgaria
Valentin ATANASSOV,Bulgaria
Domingo MANRIQUE,Spain
Luis DORESTE,Spain
Claudia SWAN,Brazil
Monica SCHEEL,Brazil
Ulrike HOLZNER,Germany
Shirley ZHOU,Australia
Anette Ree ANDERSEN,Denmark
Lars Kindt HENDRIKSEN,Denmark
Li-Chin CHEN,Chinese Taipei
Hui-Min TSAI,Chinese Taipei
Andrea RAFFAELLI,Italy
Maurizio PIMPONI,Italy
Frances HOUGHTON,Great Britain
Ivan KURET,Croatia
Marko MISURA,Croatia
Maxime PAUL,France
Harold HAENEL,United States of America
Mark Jeffrey REYNOLDS,United States of America
Antonio TARTAGLIA,Italy
Claire CARVER-DIAS,Canada
Stephan BEEHARRY,Mauritius
Khun Sing Joseph CHAN,Singapore
Shaw Her SIEW,Singapore
David ADAMS,South Africa
John-Laffnie DE JAGER,South Africa
Ueli MATTI,Switzerland
Peter MATTI,Switzerland
Kam Chi LUI,"Hong Kong, China"
Wing Hung CHIANG,"Hong Kong, China"
Clinio FREITAS,Brazil
Carol SKRICKI,United States of America
Ruth DAVIDON,United States of America
Ian BARKER,Great Britain
Florian ENACHE,Romania
Mihai DUMITRASCU,Romania
Jin-Shan CHENG,Chinese Taipei
Andrea BOLTZ,Mexico
Steven REDGRAVE,Great Britain
Matthew PINSENT,Great Britain
Leigh PEARSON,Canada
Chen LI,People's Republic of China
Jing-Qian YI,People's Republic of China
Radka ZRUBAKOVA,Slovakia
Alison HERST,Canada
Klara MACASKILL,Canada
Patrice ARCHETTO,Canada
Kai SWOBODA,Australia
Andrew FARRANCE,Australia
Jörg AHMANN,Germany
Axel HAGER,Germany
Mike FERRY,United States of America
Eric SEKWALOR,Great Britain
Gyong Sob CHOI,Democratic People's Republic of Korea
Gun Sang LI,Democratic People's Republic of Korea
Serguei KRAVTSOV,Unified Team
Yuri KONOVALOV,Unified Team
Chetan Panduranga BABOOR,India
Raman SUBRAMANIAN,India
Katrin BORCHERT,Australia
Anna Maria WOOD,Australia
Michal GAJOWNIK,Poland
Andrew Lawrence TRIM,Australia
Jaimie DAWSON,Canada
Ron VAN TEYLINGEN,Netherlands
Byron BLACK,Zimbabwe
Adrian George Curry STEAD,Great Britain
Peter Frank ALLAM,Great Britain
Masanori INOUE,Japan
Marloes BOLMAN,Netherlands
Femke DEKKER,Netherlands
Carolina TOLL,Norway
Jeanette LUNDE,Norway
Vegard ARNHOFF,Norway
Tunte CANTERO,Spain
Enrico CHIEFFI,Italy
Roberto SINIBALDI,Italy
Patricia GUERRA CABRERA,Spain
Theresa ZABELL,Spain
Ioannis LEIVADITIS,Greece
Liane FENWICK,Australia
Anita SPRING (PALM),Australia
Robert HEGEDUS,Hungary
Peter ALMASI,Hungary
Michael PETERSON,United States of America
Jonathan HOLLAND,United States of America
Anthony EDWARDS,Australia
Walter PIRINOLI,Italy
Marco PIRINOLI,Italy
Sergey KHORETSKIY,Belarus
Vladimir ZUYEV,Belarus
Jennifer GOOLSBEE,Germany
Hendryk SCHAMBERGER,Germany
Edit PUNK,Hungary
Aniko KAPOCS,Hungary
Gregory T. SPRINGER,United States of America
Jonathan S. SMITH,United States of America
Eric Johnstone COOK,South Africa
Geoffrey Laurence STEVENS,South Africa
Dmitry STEPUSHKIN,Russian Federation
Evgueni SALAKHOV,Russian Federation
Minarti TIMUR,Indonesia
Christopher St. John S SMITH,United States of America
Carl HENKEL,United States of America
Benny LEE,United States of America
Thomas O. REIDY,United States of America
Benny Fomsgaard ANDERSEN,Denmark
Mogens Just MIKKELSEN,Denmark
Robert MERRICK,United States of America
Silvija TALAJA,Croatia
Viktor KNEIB,Russian Federation
Sean OLSSON,Great Britain
Jianjun LIU,People's Republic of China
Jana NOVOTNA,Czech Republic
Helena SUKOVA,Czech Republic
Gustav WEDER,Switzerland
Donat ACKLIN,Switzerland
Rob GEURTS,Netherlands
Robert DE WIT,Netherlands
David Gerard M. HUMBLE,Canada
Jyorgos ALEXANDROU,Armenia
Dan JANJIGIAN,Armenia
Mitica PRICOP,Romania
Kim Hock YAP,Malaysia
Darren James HALL,Great Britain
Gabor MITRING,Great Britain
Paul ZAR,US Virgin Islands
Eric Albert JESPERSEN,Canada
Fabio DIEZ,Spain
Tommy HAAS,Germany
Hyung-Taik LEE,Republic of Korea
Yong-Il YOON,Republic of Korea
Barry COWAN,Great Britain
Kyle SPENCER,Great Britain
Aliki STERGIADOU,Uzbekistan
Yuris RAZGULYAYEV,Uzbekistan
Chris ARROWSMITH,Great Britain
Paul Anthony BRAIN,Great Britain
Fernando RITA LARRUCEA,Spain
Jaime PIRIS TURNER,Spain
Olga BESTANDIGOVA,Slovakia
Jozef BESTANDIG,Slovakia
Michela COBISI,Italy
Ruben DE PRA,Italy
Gea JOHNSON,United States of America
Ashraf ABDELHALIM,Egypt
El-Sayed LASHIN,Egypt
Manisha MALHOTRA,India
Nirupama VAIDYANATHAN,India
Jeff PAMPLIN,Ireland
Terence MCHUGH,Ireland
Adam MICHALEK,Czech Republic
Hui-Chan Gang,Republic of Korea
Odd Ornulf STRAY,Norway
Per Arne NILSEN,Norway
Pedro E COLON HERNANDEZ,Puerto Rico
Anna BASALKINA,Russian Federation
Vladislava OUKRAINTSEVA,Russian Federation
Guram Biganishvili,Georgia
Vladimer Gruzdevi,Georgia
Colin BRYCE,Great Britain
Neil SCARISBRICK,Great Britain
Eli ZUKERMAN,Israel
Elad RONEN,Israel
Yelizaveta STEKOLNIKOVA,Kazakhstan
Dmitrii KAZARLYGA,Kazakhstan
Gail CASTRO,United States of America
Debra RICHARDSON,United States of America
Nicholas STRANGE,Great Britain
Andrew SINTON,Great Britain
Edgar Richard GRONBLOM,Finland
Ville KURKI,Finland
Paul FIELD,Great Britain
Andrea DAKO,Hungary
Csilla FORIAN,Hungary
Frank Joseph MCLAUGHLIN,Canada
John Charles MILLEN,Canada
Irina LOBACHEVA,Russian Federation
Ilia AVERBUKH,Russian Federation
Scott MCGRORY,Australia
Brett AITKEN,Australia
Lin CHEN,People's Republic of China
Jean-Philippe JODARD,France
Christian PENIGAUD,France
Xue SANG,People's Republic of China
Jelena DOKIC,Australia
Chantal LEFEBVRE,Canada
Michel BRUNET,Canada
Jeff KROMENHOEK,US Virgin Islands
Daniel STOIAN,Romania
Romica SERBAN,Romania
Laurien VERMULST,Netherlands
Ellen MELIESIE,Netherlands
Gideon Joe NG,Canada
Rita KOBAN,Hungary
Eva DONUSZ,Hungary
Marta AMOROS ROMAGOSA,Spain
Eva LOPEZ MORALES,Spain
Antonella BELLUTTI,Italy
Peggy REGENWETTER,Luxembourg
Xia Lian NI,Luxembourg
Debora SCHOON KADIJK,Netherlands
Doerte LINDNER,Germany
Simon COOKE,New Zealand
Peter NICHOLAS,New Zealand
Sebastien LAREAU,Canada
Yevheniya Filanenko,Ukraine
Ihor Marchenko,Ukraine
Sian DENG,Canada
Attila RACZ,Romania
Nicolae SPIRCU,Romania
Sergi BRUGUERA,Spain
Tomas CARBONELL,Spain
Nany Rahayu Basuki SUHARYADI,Indonesia
Romana TEDJAKUSUMA,Indonesia
Raimondas SIUGZDINIS,Lithuania
Valdas BALCIUNAS,Lithuania
Giulio ZARDO,Canada
Milagros SEQUERA,Venezuela
Maria VENTO-KABCHI,Venezuela
Erma S. SULISTYANINGSIH,Indonesia
Rosiana TENDEAN,Indonesia
Emilia Lyubenova DIMITROVA,Bulgaria
Xiaoli ZHAO,People's Republic of China
Menghua NING,People's Republic of China
Henrik SCHNEIDER,Hungary
Imre MAGYAR,Hungary
Vladyslav DRUZCHENKO,Ukraine
Sing Yan LO,"Hong Kong, China"
Jiri DZMURA,Czech Republic
Pavel POLOMSKY,Czech Republic
Yi Yong LIM,Singapore
Susanna RAHKAMO,Finland
Petri KOKKO,Finland
Olaf WINTER,Germany
Jim LAUGESEN,Denmark
Michael SOGAARD,Denmark
Jenny CASTRO BRAVO,Venezuela
Virginia RUIZ,Venezuela
Kelly MORGAN,Great Britain
Toni James DUNLOP,New Zealand
David SCHAPER,New Zealand
Eliana Esther GONZALEZ,Peru
Milagritos GORRITI,Peru
Thierry SAIDI,France
Emmanuel DEL REY,France
Michel EVERAERT,Netherlands
Sander MULDER,Netherlands
Dinara NURDBAYEVA,Uzbekistan
Muslim Sattarov,Uzbekistan
Giovanna BURLANDO,Italy
Paola CELLI,Italy
Els CALLENS,Belgium
Dominique VAN ROOST,Belgium
Andrea GHIURGHI,Italy
Nicola GRIGOLO,Italy
Glyn CHARLES,Great Britain
George SKUODAS,Great Britain
Kalevi KOSTIAINEN,Finland
Markku Juhani KUISMIN,Finland
Ivars DEINIS,Latvia
Sandris BERZINS,Latvia
Elisabeta LIPA-OLENIUC,Romania
Veronica COCHELA-COGEANU,Romania
Sean NUNES,Jamaica
John AMABILE,Puerto Rico
Joseph KEOSSEIAN,Puerto Rico
Izaskun ARAMBURU,Spain
Samuel BARATHAY,France
Jean-Philippe GATIEN,France
Grant CONNELL,Canada
Joy Ellen KITZMILLER,United States of America
Josef KAELLSTROEM,Sweden
Anders BAATEMYR,Sweden
Thomas RUEEGGE,Switzerland
Claude MAURER,Switzerland
Siu Kwong CHAN,"Hong Kong, China"
Tim HE,"Hong Kong, China"
Marco PENNA,Italy
Walter BOTTEGA,Italy
Csaba HARANGHY,Hungary
Andras KOMM,Hungary
Igor KARVAS,Slovakia
Jaroslav FERIANEC,Slovakia
Lin LU,People's Republic of China
Tao WANG,People's Republic of China
Rudolf LOCHNER,Germany
Markus ZIMMERMANN,Germany
Laura BRUSCHINI,Italy
Gabriele BRUNI,Italy
Mitja MARGON,Slovenia
Sabine KLEINHENZ,France
Severine LOYAU,France
Eliza ELIZA,Indonesia
Jody HOLDEN,Canada
Conrad LEINEMANN,Canada
Peter AXELSSON,Sweden
Sofia USANDIZAGA,Argentina
Hansjörg RAFFL,Italy
Norbert HUBER,Italy
Knut FROSTAD,Norway
Ole Petter POLLEN,Norway
Naomi LANG,United States of America
Peter TCHERNYSHEV,United States of America
Jose LOIOLA JR,Brazil
Nuno MARQUES,Portugal
Reid HAMILTON,New Zealand
Glenn HAMILTON,New Zealand
Raul LEON,Cuba
Alexis ARIAS,Cuba
Andrea Mary HOLT,Great Britain
Lisa Jane LOMAS,Great Britain
Oscar ORTIZ,Mexico
Nathalie TAUZIAT,France
Gillian Carol GOWERS,Great Britain
Sara Louise SANKEY,Great Britain
Larisa MOSKALENKO,Unified Team
Ying CHEN,People's Republic of China
Xingyong PENG,People's Republic of China
Myriam LAMOLLE,France
Catherine MULLER,France
Peter UHRIG,Germany
J. Brian BLANSHARD,Canada
Michael BITTEN,Canada
Tiffany SCOTT,United States of America
Philip DULEBOHN,United States of America
Cristian LA GRASSA,Italy
Piotr BASTA,Poland
Piotr BOCHENEK,Poland
Gustavo KUERTEN,Brazil
Jaime ONCINS,Brazil
Edward Raymond DRAKICH,Canada
Marc DUNN,Canada
Berit Christoffersen,Denmark
Lene ANDERSSON,Denmark
Orlin NINOV,Bulgaria
Nikolay KOLEV,Bulgaria
Robert LOWRANCE,American Samoa
Fua Logo TAVUI,American Samoa
Paul HANNAM,Canada
Brian STOREY,Canada
Hongyong CHEN,People's Republic of China
Kang CHEN,People's Republic of China
Cynthia RYDER,United States of America
Mary MAZZIO,United States of America
Silvia Margarita MOREL MESSINA,Chile
Krisztian BARTFAI,Hungary
Krisztian VEREB,Hungary
Wanting LING,"Hong Kong, China"
Philippa June BAKER,New Zealand
Brenda Catherine LAWSON,New Zealand
Oleksiy Zhukov,Ukraine
Oleksandr Bortiuk,Ukraine
Alan Sidek Mohamed,Malaysia
Ajib Sidek Mohamed,Malaysia
Doina Liliana SNEP,Romania
Doina CIUCANU-ROBU,Romania
Jun GU,People's Republic of China
Margo MALOWNEY,Canada
Barb Broen-Ouelette,Canada
Juan Carlos BIANCHI,Venezuela
Nicolas PEREIRA,Venezuela
Dally RANDRIANTEFY,Madagascar
Natacha RANDRIANTEFY,Madagascar
Simon Patrick ELLIS,"Hong Kong, China"
Sven MERKEL,"Hong Kong, China"
Paul MANUEL,Netherlands
Tonje KRISTIANSEN,Norway
Shae-Lynn BOURNE,Canada
Victor KRAATZ,Canada
Lijuan GENG,Canada
Dean PULLAR,Australia
Giovanni CALABRESE,Italy
Nicola SARTORI,Italy
Lingjun HUA,People's Republic of China
Hongming LIANG,People's Republic of China
Guangxia SUN,People's Republic of China
Lin LIU,People's Republic of China
Elena TIMINA,Russian Federation
Fumiyo YAMASHITA,Japan
Rika SATO,Japan
Karl SINZINGER JR.,Austria
Dirk BELLEMANS,Belgium
Johan BELLEMANS,Belgium
Eduardo SERUCA,Portugal
Raluca IONITA,Romania
Mariana LIMBAU,Romania
Dusan VEMIC,Serbia and Montenegro
Dave MacEachern,Canada
Pasquale GESUITO,Italy
Ramona PORTWICH,Germany
Anke NOTHNAGEL-VON SECK,Germany
Renee GOVAERT,Belgium
Ann HAESEBROUCK,Belgium
Pietro DALI,Italy
Ferdinando COLANINNO,Italy
Aleksander CHESTNIKH,Armenia
Tetiana Ustiuzhanina,Ukraine
Olena REUTOVA,Ukraine
Frank BUTZMANN,Germany
Kai FALKENTHAL,Germany
Jong-Sil TU,Democratic People's Republic of Korea
Anna KOURNIKOVA,Russian Federation
Elena MAKAROVA,Russian Federation
Vladimir EFIMOV,Russian Federation
Mattias LINDGREN,Sweden
Per ANDERSSON,Sweden
Marianne AESCHBACHER,France
Anne CAPRON,France
Fredrik HAAKANSSON,Sweden
Seiko ISEKI,Japan
Marisa Alejandra PEGURI,Argentina
Maria Julia GARISOAIN,Argentina
Mayra Yaratz HUERTA HERNANDEZ,Mexico
Velia EGUILUZ SOTO,Mexico
Oleg SOUKHOROUTCHENKO,Russian Federation
Andrei GOROKHOV,Russian Federation
Grete MOGENSEN,Denmark
Pernille Dupont DUPONT,Denmark
Hamid KHAN,Singapore
Leng Kang Donald KOH,Singapore
Jeanette Brandstrup KNUDSEN,Denmark
Yvonne Brandstrup KNUDSEN,Denmark
Gregory John KNOWLES,New Zealand
Murray Selwyn JONES,New Zealand
Doina IGNAT,Romania
Xenia SMETANENKO,Armenia
Par-Gunnar JONSSON,Sweden
Robert SENS,Germany
Detlef KIRCHHOFF,Germany
Yoon-Kyeong JANG,Republic of Korea
Gregory SUN,Trinidad and Tobago
Curtis HARRY,Trinidad and Tobago
Mee-Hyang KIM,Republic of Korea
Shin Young KIM,Republic of Korea
Bozena BAK,Poland
Janina WILK,Poland
Maja KOS,Independent Olympic Athletes
Vanja MICETA,Independent Olympic Athletes
Eduardo Esteban MARTINEZ,Argentina
Mark HOLOWESKO,Bahamas
Myles PRITCHARD,Bahamas
Michael Douglas HYATT,Jamaica
Stephen HYLTON,Jamaica
Pak Kum NG,"Hong Kong, China"
Fernando SILVA,Portugal
Ricardo FERNANDES,Portugal
Peter SHARIS,United States of America
John A. PESCATORE,United States of America
Christoph LANGEN,Germany
Kurt BETSCHART,Switzerland
Karen FURNEAUX,Canada
Anjelika KRYLOVA,Russian Federation
Oleg OVSYANNIKOV,Russian Federation
Jean-François BERTHET,France
Gwenael BERTHET,France
Christina PINNOW,Germany
Peggy HARDWIGER,Germany
Marco VILLA,Italy
Silvio MARTINELLO,Italy
Tuesday MIDDAUGH,United States of America
Pasha GRISCHUK,Russian Federation
Evgeny PLATOV,Russian Federation
Jose Maria DE MARCO,Spain
Juan Carlos SAEZ,Spain
Nir SHENTAL,Israel
Ran SHENTAL,Israel
Rohan COOKE,New Zealand
Andrew STONE,New Zealand
Jason TURNER,Canada
Lisette VAN DE VEN,Netherlands
Barbara Xiao CHIU,Canada
Laura GOLARSA,Italy
Jayne TORVILL,Great Britain
Christopher DEAN,Great Britain
Janet Lee SHEARER,New Zealand
Leslie Jean EGNOT,New Zealand
Miroslav DANOV,Bulgaria
Stefan VASILEV,Bulgaria
Guoliang LIU,People's Republic of China
Sara ABDEL GAWAD,Egypt
Philip BARTH,Germany
Antonel BORSAN,Romania
Marcel GLAVAN,Romania
Paula CABEZAS,Chile
Barbara CASTRO,Chile
Max Alejandro HOLDO BAGOTT,Argentina
Guillermo F. PFAAB,Argentina
David Ross SWEENEY,Canada
Kevin SMITH,Canada
Morgan REESER,United States of America
Candra WIJAYA,Indonesia
Myriam LIGNOT,France
Paul NEAGU,Romania
Gabriel TATARU,Romania
Grzegorz KOTOWICZ,Poland
Dariusz BIALKOWSKI,Poland
Kenia PEREZ,Cuba
Yamisleidys ROMAY,Cuba
Fernando LEON,Spain
Jose Luis BALLESTER TULTESA,Spain
Yelena Rybkina,Russian Federation
Yeong-A Gir,Republic of Korea
Colleen MILLER,Canada
Wendy WIEBE,Canada
Anatoli BOBKOV,Russian Federation
Gennady Belyakov,Russian Federation
Jenni MENO,United States of America
Todd SAND,United States of America
François LETOURNEAU,Canada
Oi Ni CHAN,"Hong Kong, China"
Juozas BAGDONAS,Lithuania
Einius PETKUS,Lithuania
Gyula NYARI,Hungary
Kerry SHACKLOCK,Great Britain
Laila VAKIL,Great Britain
Paul KIERNAN,Ireland
Tatyana KOSTROMINA,Belarus
Viktoriya Pavlovich,Belarus
Bryan MOODY,Canada
Elzbieta KUNCEWICZ,Poland
Mattias RAHM,Sweden
Benjamas SANGARAM,Thailand
Tamarine TANASUGARN,Thailand
Marina KHALTURINA,Kazakhstan
Andrey Krukov,Kazakhstan
Horace HOLDEN,United States of America
Wayne DICKERT,United States of America
Juan Jose ROMAN MANGAS,Spain
Juan Manuel SANCHEZ DE CASTRO,Spain
Eldad AMIR,Israel
Yoel SELA,Israel
Jill BAKKEN,United States of America
Fernando BELLO,Portugal
Francisco PINHEIRO DE MELO,Portugal
Sujitra EAKMONGKOLPAISARN,Thailand
Rebecca GILMORE,Australia
Danielle MCGRATH,Australia
Stephen CARR,Australia
Jacqueline Cruz SILVA CRUZ,Brazil
Raul COSTA,Portugal
John MERRICKS,Great Britain
Jorge BONNET,Puerto Rico
Steve ANDERHUB,Switzerland
Livia ALLAROVA,Slovakia
Lucia ALLAROVA,Slovakia
Mikael TILLSTROEM,Sweden
Olga BARABANSCHIKOVA,Belarus
Natasha ZVEREVA,Belarus
Yongshu TANG,People's Republic of China
Xiling LIANG,People's Republic of China
Yanhua JING,People's Republic of China
Hugh STYLES,Great Britain
Adam MAY,Great Britain
Laura MONTALVO,Argentina
Monica RODRIGUES,Brazil
Yunping QIAO,People's Republic of China
Kurt EINBERGER,Austria
Stefan FREY,Germany
Stephan KUHL,Germany
Christina PAPADAKI,Greece
Adris PLUKSNA,Latvia
Sophie MONIOTTE,France
Pascal LAVANCHY,France
Charles Frederick KIRALY,United States of America
Kent STEFFES,United States of America
Hye Ock JANG,Republic of Korea
Patrick Antoine Edouard CHILA,France
Bobby LOHSE,Sweden
Hans WALLEN,Sweden
Steffen SKEL,Germany
Steffen WOELLER,Germany
Evgeniya OLSHEVSKAYA,Russian Federation
Svetlana TIMOSHININA,Russian Federation
Mike WHITMARSH,United States of America
Michael DODD,United States of America
Marie-Josephe JEAN-PIERRE,Mauritius
Denis ZVEGELJ,Slovenia
Jakob PIIL,Denmark
Jimmi MADSEN,Denmark
Claudia BARTH,Germany
Janet LEE,Chinese Taipei
Tzu-Ting WENG,Chinese Taipei
John FELTON,Australia
David Desmond WILLIAMS,Great Britain
Ian Alan RHODES,Great Britain
Augusto Guillermo MORALES MARENGO,Chile
Juan SALAMANCA GONZALEZ,Chile
Hans KOHALA,Sweden
Carl LINDQVIST,Sweden
Wearn Haw TAN,Singapore
Seng Leong KOH,Singapore
Kristie BOOGERT,Netherlands
Miriam OREMANS,Netherlands
Begona VIA DUFRESNE,Spain
Sergey MYASNIKOV,Russian Federation
Mi SON,Democratic People's Republic of Korea
Ellis FERREIRA,South Africa
Wayne FERREIRA,South Africa
Harald ROLFSEN,Norway
Lars - Marius WALDAL,Norway
Marianne HALFDAN NIELSEN,Denmark
Cheryl DONE,Great Britain
Obigeli OLORUNSOLA,Nigeria
Kayode AKINSANYA,Nigeria
Helene CORTIN,France
Arne NIELSSON,Denmark
Christian FREDERIKSEN,Denmark
Markus SCHNEEBERGER,Austria
Stephan SCHURICH,Austria
Rolf SCHMIDT,Germany
Wolfgang HUNGER,Germany
Christian BINDER,Austria
Markus PISO,Austria
Marian TICAN,Romania
Weina ZHANG,People's Republic of China
Xianming CAO,People's Republic of China
Arnfinn KRISTIANSEN,Norway
Bjarne ROEYLAND,Norway
Etienne DE WILDE,Belgium
Jia LIU,Austria
Judith HERCZIG,Austria
Ulrike SCHMIDT,Germany
Gudula STAUB,Germany
Sixto JIMENEZ GALAN,Spain
Mei Han CHEUNG,"Hong Kong, China"
Chun Mei TUNG,"Hong Kong, China"
Roderick Hopkins DAVIS,New Zealand
Donald John COWIE,New Zealand
Joanne Sarah TURVEY,Great Britain
Miriam BATTEN,Great Britain
Annette HUYGENS THOLEN,Australia
Sarah STRATON,Australia
Nina PROSKURA,Ukraine
Yevheniya Andrieieva,Ukraine
Dominique DENIAUD,France
Martial JAFFREDO,France
Grigore OBREJA,Romania
Eline COENE,Netherlands
Sule OLALEYE,Nigeria
Christoph KUFFER,Switzerland
Thomas STUDHALTER,Switzerland
Carlos SANTACREU,Spain
Jin SUN,People's Republic of China
Ying YANG,People's Republic of China
Marek KOLBOWICZ,Poland
Tomoyuki SASAKI,Japan
Janis ELSINS,Latvia
Mattias TICHY,Sweden
Anders CHRISTENSSON,Sweden
Michael Joseph FORGERON,Canada
Ronald RENSCH,Germany
Torsten HAVERLAND,Germany
Alessia ARISI,Italy
Laura NEGRISOLI,Italy
Jennifer JOHNSON-JORDAN,United States of America
Annett DAVIS,United States of America
Keith SUDZIARSKI,US Virgin Islands
Todd R. SCHULTZ,US Virgin Islands
Katrin SCHMIDT,Germany
Kerstin UBBEN,Germany
Nicholas FRANKL,Hungary
Miklos GYULAI,Hungary
Nicolas HENARD,France
Yves LODAY,France
Kyoko INA,United States of America
John ZIMMERMAN,United States of America
Martina HUDCOVA,Czech Republic
Tereza TOBIASOVA,Czech Republic
Pierre PENNEC,France
Yann GUICHARD,France
Toni BULAJA,Croatia
Ivan BULAJA,Croatia
Marcus ADAM,Great Britain
Semyon Kolobayev,Russian Federation
Neil BROAD,Great Britain
Tim HENMAN,Great Britain
Ferenc NOVAK,Hungary
Imre PULAI,Hungary
Deyana Gresye S LOMBAN,Indonesia
Gerhard POTMA,Netherlands
Willem POTMA,Netherlands
Katarina KOVALOVA,Czech Republic
David SZURMAN,Czech Republic
Julie PULLIN,Great Britain
Lorna WOODROFFE,Great Britain
Paul STAIGHT,Australia
Marco AUDISIO,Italy
Michelangelo CRISPI,Italy
Patrick THORENS,Switzerland
Stephane WOHNLICH,Switzerland
Attila PALIZS,Hungary
Rita DE JONG,Netherlands
Marie-Jose DE GROOT,Netherlands
Stephen BOURDOW,United States of America
Hans VOGT,Germany
Jörg FRICKE,Germany
Jorge Andres GAMBRA SAID,Chile
Lars KOBER,Germany
Stefan UTESS,Germany
Markus GIER,Switzerland
Michael GIER,Switzerland
Magnus LILJEDAHL,United States of America
Marek PAKOSTA,Czech Republic
Lubos SOSKA,Slovakia
Peter SOSKA,Slovakia
Santi WIBOWO,Switzerland
Thomas WAPP,Switzerland
Chiu-Tan CHEN,Chinese Taipei
David ZHUANG,United States of America
Jia HU,People's Republic of China
Manuel VILLARREAL,Mexico
Santiago HERNANDEZ,Mexico
Kenichi OBINATA,Japan
Sabina TELENSKA,Czech Republic
Hana DARIUSOVA,Czech Republic
Isaac OPOKU,Ghana
Winfred ADDY,Ghana
Eun-Jeong Sim,Republic of Korea
Radmila DOBNEROVA,Czechoslovakia
Renata SRBOVA,Czechoslovakia
Gabriel Bogdan TRIFU,Romania
Rhona Susan ROBERTSON,New Zealand
Tammy JENKINS,New Zealand
Haimei LIU,People's Republic of China
Fengqin JI,People's Republic of China
Joseph ALMASIAN,Armenia
Kenneth TOPALIAN,Armenia
Karla GUTIERREZ AHTENSBURG,Mexico
Margarita PAZOS GONZALEZ,Mexico
Daniel PHILLIPS,Australia
Kristy-Lee SARGEANT,Canada
Kristofer WIRTZ,Canada
Teresa Z. BELL,United States of America
Lindsay BURNS,United States of America
Tom SYMOENS,Belgium
Bjorn HENDRICKX,Belgium
Marcelus SILVA,Brazil
Dirceu MARINHO,Brazil
Geertje KEEN,Netherlands
Mirjam HOOMAN-KLOPPENBURG,Netherlands
Yongbo LI,People's Republic of China
Bingyi TIAN,People's Republic of China
Mitsuru KIMURA,Japan
Kazuaki MIMOTO,Japan
Ntaniel TSIOKAS,Greece
Nanyan HUANG,People's Republic of China
Irina ROUSLIAKOVA,Russian Federation
Anne Katherine MONTMINY,Canada
Philippa Louise CROSS,Great Britain
Margaret Ruth GIBSON,Zimbabwe
Susanne C. STANDISH-WHITE,Zimbabwe
Edward COODE,Great Britain
Greg SEARLE,Great Britain
Kostiantyn ZAITSEV,Ukraine
Kostyantyn PRONENKO,Ukraine
