discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,athlete_country_id,athlete_id
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,92.0,2284
Diving,london-2012,3m springboard women,Women,SILVER,Athlete,19.0,2291
Diving,london-2012,synchronized diving 3m springboard women,Women,GOLD,GameTeam,19.0,2291
Diving,rio-2016,3m springboard women,Women,SILVER,Athlete,19.0,2291
Shooting,tokyo-2020,10m Air Pistol Men,Men,GOLD,Athlete,111.0,2297
Diving,london-2012,synchronized diving 3m springboard men,Men,GOLD,GameTeam,19.0,2302
Bobsleigh,salt-lake-city-2002,two-woman women,Women,SILVER,GameTeam,29.0,2322
Bobsleigh,turin-2006,two-woman women,Women,GOLD,GameTeam,29.0,2322
Luge,vancouver-2010,Doubles mixed,Open,SILVER,GameTeam,87.0,2324
Luge,sochi-2014,Doubles mixed,Open,BRONZE,GameTeam,87.0,2324
Luge,vancouver-2010,Doubles mixed,Open,SILVER,GameTeam,87.0,2325
Luge,sochi-2014,Doubles mixed,Open,BRONZE,GameTeam,87.0,2325
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,SILVER,GameTeam,61.0,2327
Sailing,london-2012,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,61.0,2327
Shooting,athens-2004,10m air pistol 40 shots women,Women,GOLD,Athlete,36.0,2337
Shooting,london-2012,10m Air Pistol women,Women,BRONZE,Athlete,36.0,2337
Shooting,london-2012,25m pistol 3030 shots women,Women,BRONZE,Athlete,36.0,2337
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,36.0,2337
Shooting,tokyo-2020,10m Air Pistol Mixed Team,Mixed,BRONZE,GameTeam,36.0,2338
Cross Country Skiing,pyeongchang-2018,Men�s Team Sprint Free,Men,BRONZE,GameTeam,54.0,2343
Luge,turin-2006,Doubles mixed,Open,GOLD,GameTeam,94.0,2349
Luge,vancouver-2010,Doubles mixed,Open,GOLD,GameTeam,94.0,2349
Luge,sochi-2014,Doubles mixed,Open,SILVER,GameTeam,94.0,2349
Diving,tokyo-2020,Women's 3m Springboard,Women,BRONZE,Athlete,71.0,2351
Rowing,tokyo-2020,Women's Double Sculls,Women,SILVER,GameTeam,51.0,2352
Rowing,tokyo-2020,Women's Double Sculls,Women,SILVER,GameTeam,51.0,2353
Diving,beijing-2008,synchronized diving 10m platform men,Men,SILVER,GameTeam,29.0,2361
Tennis,london-2012,doubles women,Women,SILVER,GameTeam,50.0,2362
Tennis,london-2012,doubles women,Women,SILVER,GameTeam,50.0,2363
Tennis,rio-2016,mixed doubles mixed,Mixed,BRONZE,GameTeam,50.0,2363
Rowing,london-2012,double sculls 2x men,Men,SILVER,GameTeam,90.0,2379
Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,81.0,2381
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,81.0,2381
Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,81.0,2382
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,81.0,2382
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,SILVER,GameTeam,54.0,2384
Rowing,tokyo-2020,Lightweight Women's Double Sculls,Women,SILVER,GameTeam,54.0,2385
Tennis,london-2012,mixed doubles mixed,Mixed,GOLD,GameTeam,125.0,2389
Rowing,tokyo-2020,Women's Pair,Women,BRONZE,GameTeam,81.0,2391
Rowing,tokyo-2020,Women's Pair,Women,BRONZE,GameTeam,81.0,2392
Cycling Track,rio-2016,Keirin women,Women,GOLD,Athlete,61.0,2393
Sailing,london-2012,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,144.0,2404
Sailing,sydney-2000,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,144.0,2405
Sailing,london-2012,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,144.0,2405
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,7.0,2406
Canoe Sprint,tokyo-2020,Men's Kayak Double 1000m,Men,GOLD,GameTeam,7.0,2407
Sailing,athens-2004,Tornado - Multihull mixed,Open,BRONZE,GameTeam,144.0,2411
Sailing,beijing-2008,Tornado - Multihull mixed,Open,BRONZE,GameTeam,144.0,2411
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,144.0,2411
Sailing,rio-2016,Nacra 17 Mixed mixed,Mixed,GOLD,GameTeam,144.0,2412
Canoe Slalom,athens-2004,C2 canoe double men,Men,BRONZE,GameTeam,50.0,2417
Canoe Slalom,beijing-2008,C2 canoe double men,Men,SILVER,GameTeam,50.0,2417
Canoe Slalom,athens-2004,C2 canoe double men,Men,BRONZE,GameTeam,50.0,2418
Canoe Slalom,beijing-2008,C2 canoe double men,Men,SILVER,GameTeam,50.0,2418
Cycling Track,tokyo-2020,Women's Sprint,Women,SILVER,Athlete,36.0,2436
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,SILVER,GameTeam,37.0,2438
Canoe Sprint,rio-2016,K-2 1000m (kayak double) men,Men,SILVER,GameTeam,37.0,2439
Beach Volleyball,tokyo-2020,Men,Men,BRONZE,GameTeam,86.0,2468
Beach Volleyball,tokyo-2020,Men,Men,BRONZE,GameTeam,86.0,2469
Cycling Track,athens-2004,500m time trial women,Women,GOLD,Athlete,7.0,2472
Cycling Track,athens-2004,sprint women,Women,BRONZE,Athlete,7.0,2472
Cycling Track,beijing-2008,sprint women,Women,SILVER,Athlete,7.0,2472
Cycling Track,london-2012,Team sprint women,Women,BRONZE,GameTeam,7.0,2472
Cycling Track,london-2012,sprint women,Women,GOLD,Athlete,7.0,2472
Cycling Track,rio-2016,Keirin women,Women,BRONZE,Athlete,7.0,2472
Beach Volleyball,rio-2016,Beach volleyball women,Women,SILVER,GameTeam,56.0,2474
Tennis,rio-2016,mixed doubles mixed,Mixed,GOLD,GameTeam,71.0,2477
Tennis,rio-2016,doubles men,Men,BRONZE,GameTeam,71.0,2477
Badminton,tokyo-2020,Women's Doubles,Women,GOLD,GameTeam,2.0,2486
Sailing,rio-2016,470 - Two Person Dinghy men,Men,GOLD,GameTeam,129.0,2492
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,BRONZE,GameTeam,85.0,2495
Canoe Sprint,tokyo-2020,Men's Kayak Single 200m,Men,GOLD,Athlete,9.0,2496
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,127.0,2500
Shooting,tokyo-2020,Trap Mixed Team,Mixed,GOLD,GameTeam,127.0,2501
Canoe Sprint,rio-2016,C-1 1000m (canoe single) men,Men,BRONZE,Athlete,27.0,2508
Canoe Sprint,london-2012,C2 1000m canoe double men,Men,BRONZE,GameTeam,27.0,2509
Tennis,rio-2016,doubles women,Women,SILVER,GameTeam,32.0,2514
Tennis,rio-2016,doubles women,Women,SILVER,GameTeam,32.0,2515
Shooting,london-2012,Trap women,Women,GOLD,Athlete,90.0,2526
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,BRONZE,GameTeam,29.0,2530
Tennis,rio-2016,Singles men,Men,BRONZE,Athlete,122.0,2533
Tennis,rio-2016,doubles men,Men,BRONZE,GameTeam,71.0,2539
Wrestling,seoul-1988,"Featherweight, Freestyle (?62 kilograms) Men",Men,GOLD,Athlete,96.0,2551
Wrestling,barcelona-1992,"Featherweight, Freestyle (?62 kilograms) Men",Men,GOLD,Athlete,96.0,2551
Diving,london-2012,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,2554
Diving,rio-2016,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,2554
Figure skating,vancouver-2010,Pairs mixed,Mixed,SILVER,GameTeam,19.0,2559
Figure skating,vancouver-2010,Pairs mixed,Mixed,SILVER,GameTeam,19.0,2560
Diving,tokyo-2020,Women's Synchronised 10m Platform,Women,SILVER,GameTeam,71.0,2563
Rowing,rio-2016,double sculls 2x women,Women,BRONZE,GameTeam,104.0,2566
Rowing,rio-2016,double sculls 2x women,Women,BRONZE,GameTeam,104.0,2567
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,33.0,2578
Badminton,tokyo-2020,Men's Doubles,Men,BRONZE,GameTeam,33.0,2579
Badminton,london-2012,Doubles mixed,Mixed,SILVER,GameTeam,19.0,2593
Badminton,london-2012,Doubles mixed,Mixed,SILVER,GameTeam,19.0,2594
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,32.0,2605
Tennis,tokyo-2020,Women's Singles,Women,GOLD,Athlete,32.0,2605
Tennis,tokyo-2020,Women's Doubles,Women,SILVER,GameTeam,32.0,2606
Diving,rio-2016,synchronized diving 3m springboard men,Men,SILVER,GameTeam,71.0,2620
Bobsleigh,vancouver-2010,two-man men,Men,SILVER,GameTeam,29.0,2621
Bobsleigh,turin-2006,two-man men,Men,GOLD,GameTeam,29.0,2622
Bobsleigh,vancouver-2010,two-man men,Men,GOLD,GameTeam,29.0,2622
Canoe Sprint,tokyo-2020,Men's Canoe Single 1000m,Men,SILVER,Athlete,19.0,2627
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,19.0,2627
Canoe Sprint,tokyo-2020,Men's Canoe Double 1000m,Men,SILVER,GameTeam,19.0,2628
Bobsleigh,pyeongchang-2018,Two-man,Men,GOLD,GameTeam,29.0,2634
Bobsleigh,beijing-2022,2-man,Men,GOLD,GameTeam,29.0,2634
Shooting,beijing-2008,25m rapid fire pistol 60 shots men,Men,BRONZE,Athlete,29.0,2642
Shooting,rio-2016,25m rapid fire pistol 60 shots men,Men,GOLD,Athlete,29.0,2642
Diving,tokyo-2020,Men's Synchronised 10m Platform,Men,BRONZE,GameTeam,92.0,2643
Canoe Sprint,london-2012,C2 1000m canoe double men,Men,BRONZE,GameTeam,27.0,2663
Tennis,london-2012,doubles men,Men,BRONZE,GameTeam,54.0,2664
Tennis,london-2012,doubles men,Men,BRONZE,GameTeam,54.0,2665
Beach Volleyball,beijing-2008,Beach volleyball women,Women,BRONZE,GameTeam,19.0,2666
Sailing,athens-2004,Tornado - Multihull mixed,Open,SILVER,GameTeam,71.0,2668
Sailing,athens-2004,Tornado - Multihull mixed,Open,SILVER,GameTeam,71.0,2669
Bobsleigh,vancouver-2010,two-man men,Men,SILVER,GameTeam,29.0,2679
Cross Country Skiing,vancouver-2010,50km men,Men,SILVER,Athlete,29.0,2680
Cross Country Skiing,vancouver-2010,Team sprint men,Men,SILVER,GameTeam,29.0,2680
Bobsleigh,salt-lake-city-2002,two-man men,Men,BRONZE,GameTeam,32.0,2684
Bobsleigh,turin-2006,two-man men,Men,BRONZE,GameTeam,32.0,2684
Canoe Sprint,sydney-2000,C2 1000m canoe double men,Men,GOLD,GameTeam,91.0,2686
Canoe Sprint,sydney-2000,C2 500m canoe double men,Men,BRONZE,GameTeam,91.0,2686
Rowing,london-2012,pair without coxswain 2 women,Women,BRONZE,GameTeam,51.0,2691
Figure skating,turin-2006,Pairs mixed,Mixed,SILVER,GameTeam,19.0,2693
Table Tennis,barcelona-1992,doubles men,Men,BRONZE,GameTeam,20.0,2698
Table Tennis,atlanta-1996,doubles men,Men,BRONZE,GameTeam,20.0,2698
Table Tennis,athens-2004,doubles women,Women,BRONZE,GameTeam,19.0,2706
Table Tennis,beijing-2008,Singles women,Women,BRONZE,Athlete,19.0,2706
Table Tennis,athens-2004,doubles women,Women,BRONZE,GameTeam,19.0,2707
Cycling Track,sydney-2000,Individual Pursuit men,Men,GOLD,Athlete,29.0,2716
Cycling Track,athens-2004,Points Race men,Men,BRONZE,Athlete,29.0,2717
Badminton,atlanta-1996,Doubles mixed,Mixed,SILVER,GameTeam,20.0,2718
Badminton,athens-2004,doubles women,Women,BRONZE,GameTeam,20.0,2718
Badminton,athens-2004,doubles women,Women,BRONZE,GameTeam,20.0,2719
Badminton,beijing-2008,doubles women,Women,SILVER,GameTeam,20.0,2719
Canoe Sprint,london-2012,K2 1000m kayak double men,Men,SILVER,GameTeam,123.0,2722
Canoe Sprint,tokyo-2020,Men's Kayak Single 1000m,Men,BRONZE,Athlete,123.0,2722
Canoe Sprint,beijing-2008,K2 1000m kayak double men,Men,SILVER,GameTeam,118.0,2723
Rowing,athens-2004,lightweight double sculls 2x men,Men,SILVER,GameTeam,81.0,2726
Synchronized Swimming,beijing-2008,duet women,Women,BRONZE,GameTeam,122.0,2727
Synchronized Swimming,beijing-2008,duet women,Women,BRONZE,GameTeam,122.0,2728
Synchronized Swimming,beijing-2008,duet women,Women,SILVER,GameTeam,127.0,2739
Synchronized Swimming,london-2012,duet women,Women,SILVER,GameTeam,127.0,2739
Canoe Sprint,beijing-2008,K2 500m kayak double women,Women,BRONZE,GameTeam,54.0,2742
Canoe Sprint,beijing-2008,K2 500m kayak double women,Women,BRONZE,GameTeam,54.0,2743
Luge,albertville-1992,Singles women,Women,BRONZE,Athlete,29.0,2744
Luge,lillehammer-1994,Singles women,Women,SILVER,Athlete,29.0,2744
Bobsleigh,salt-lake-city-2002,two-woman women,Women,BRONZE,GameTeam,29.0,2744
Bobsleigh,salt-lake-city-2002,two-woman women,Women,BRONZE,GameTeam,29.0,2745
Beach Volleyball,london-2012,Beach volleyball men,Men,GOLD,GameTeam,29.0,2752
Beach Volleyball,london-2012,Beach volleyball men,Men,GOLD,GameTeam,29.0,2753
Sailing,sydney-2000,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,144.0,2765
Bobsleigh,salt-lake-city-2002,two-woman women,Women,GOLD,GameTeam,71.0,2769
Diving,athens-2004,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,2770
Tennis,athens-2004,doubles women,Women,GOLD,GameTeam,19.0,2770
Tennis,athens-2004,doubles women,Women,GOLD,GameTeam,19.0,2771
Rowing,sydney-2000,lightweight double sculls 2x men,Men,SILVER,GameTeam,90.0,2777
Rowing,london-2012,single sculls 1x women,Women,BRONZE,Athlete,7.0,2778
Rowing,london-2012,double sculls 2x women,Women,SILVER,GameTeam,7.0,2778
Rowing,rio-2016,single sculls 1x women,Women,GOLD,Athlete,7.0,2778
Rowing,london-2012,double sculls 2x women,Women,SILVER,GameTeam,7.0,2779
Badminton,athens-2004,Doubles mixed,Mixed,BRONZE,GameTeam,118.0,2785
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,19.0,2787
Canoe Sprint,beijing-2008,C2 500m canoe double men,Men,GOLD,GameTeam,19.0,2787
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,GOLD,GameTeam,19.0,2788
Canoe Sprint,beijing-2008,C2 500m canoe double men,Men,GOLD,GameTeam,19.0,2788
Beach Volleyball,athens-2004,Beach volleyball women,Women,BRONZE,GameTeam,71.0,2791
Beach Volleyball,athens-2004,Beach volleyball women,Women,BRONZE,GameTeam,71.0,2792
Badminton,athens-2004,doubles men,Men,BRONZE,GameTeam,2.0,2800
Tennis,london-2012,doubles men,Men,SILVER,GameTeam,54.0,2804
Rowing,athens-2004,double sculls 2x women,Women,GOLD,GameTeam,51.0,2816
Rowing,beijing-2008,double sculls 2x women,Women,GOLD,GameTeam,51.0,2816
Rowing,athens-2004,double sculls 2x women,Women,GOLD,GameTeam,51.0,2817
Rowing,beijing-2008,double sculls 2x women,Women,GOLD,GameTeam,51.0,2817
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,GOLD,GameTeam,7.0,2820
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,GOLD,GameTeam,7.0,2821
Sailing,london-2012,470 - Two Person Dinghy men,Men,GOLD,GameTeam,7.0,2821
Sailing,seoul-1988,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,56.0,2824
Sailing,atlanta-1996,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,56.0,2824
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,56.0,2824
Sailing,athens-2004,Star - Keelboat men,Men,GOLD,GameTeam,56.0,2824
Sailing,atlanta-1996,twoperson keelboat open Star mixed,Open,GOLD,GameTeam,56.0,2825
Sailing,sydney-2000,twoperson keelboat open Star mixed,Open,BRONZE,GameTeam,56.0,2825
Sailing,athens-2004,Star - Keelboat men,Men,GOLD,GameTeam,56.0,2825
Beach Volleyball,london-2012,Beach volleyball women,Women,SILVER,GameTeam,71.0,2826
Cycling Track,athens-2004,Madison men,Men,GOLD,GameTeam,7.0,2833
Cycling Track,atlanta-1996,Points Race men,Men,BRONZE,Athlete,7.0,2834
Cycling Track,athens-2004,Madison men,Men,GOLD,GameTeam,7.0,2834
Beach Volleyball,atlanta-1996,Beach volleyball women,Women,GOLD,GameTeam,56.0,2836
Beach Volleyball,sydney-2000,Beach volleyball women,Women,BRONZE,GameTeam,56.0,2836
Beach Volleyball,athens-2004,Beach volleyball women,Women,GOLD,GameTeam,71.0,2839
Beach Volleyball,beijing-2008,Beach volleyball women,Women,GOLD,GameTeam,71.0,2839
Beach Volleyball,london-2012,Beach volleyball women,Women,GOLD,GameTeam,71.0,2839
Rowing,athens-2004,pair without coxswain 2 men,Men,BRONZE,GameTeam,96.0,2840
Beach Volleyball,sydney-2000,Beach volleyball men,Men,GOLD,GameTeam,71.0,2857
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,27.0,2859
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,27.0,2859
Canoe Sprint,beijing-2008,C2 500m canoe double men,Men,SILVER,GameTeam,27.0,2859
Canoe Sprint,athens-2004,C2 500m canoe double men,Men,BRONZE,GameTeam,27.0,2860
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,SILVER,GameTeam,27.0,2860
Badminton,beijing-2008,Doubles mixed,Mixed,SILVER,GameTeam,2.0,2869
Tennis,athens-2004,Singles men,Men,SILVER,Athlete,71.0,2880
Cycling Track,beijing-2008,Points Race men,Men,SILVER,Athlete,29.0,2886
Sailing,athens-2004,49er - Skiff mixed,Open,SILVER,GameTeam,36.0,2913
Sailing,athens-2004,49er - Skiff mixed,Open,SILVER,GameTeam,36.0,2914
Badminton,sydney-2000,Doubles mixed,Mixed,GOLD,GameTeam,19.0,2915
Badminton,sydney-2000,doubles women,Women,BRONZE,GameTeam,19.0,2915
Badminton,athens-2004,doubles women,Women,SILVER,GameTeam,19.0,2915
Badminton,athens-2004,Doubles mixed,Mixed,GOLD,GameTeam,19.0,2915
Cross Country Skiing,turin-2006,Team sprint women,Women,SILVER,GameTeam,81.0,2917
Cross Country Skiing,salt-lake-city-2002,5km pursuit women,Women,GOLD,Athlete,81.0,2918
Cross Country Skiing,turin-2006,Team sprint women,Women,SILVER,GameTeam,81.0,2918
Diving,athens-2004,synchronized diving 10m platform women,Women,GOLD,GameTeam,19.0,2934
Diving,athens-2004,10m platform women,Women,SILVER,Athlete,19.0,2934
Badminton,beijing-2008,doubles men,Men,SILVER,GameTeam,19.0,2935
Badminton,london-2012,doubles men,Men,GOLD,GameTeam,19.0,2935
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,GOLD,GameTeam,7.0,2940
Sailing,beijing-2008,470 - Two Person Dinghy women,Women,GOLD,GameTeam,7.0,2941
Beach Volleyball,beijing-2008,Beach volleyball women,Women,SILVER,GameTeam,19.0,2942
Beach Volleyball,beijing-2008,Beach volleyball women,Women,SILVER,GameTeam,19.0,2943
Rowing,athens-2004,pair without coxswain 2 men,Men,SILVER,GameTeam,129.0,2954
Rowing,athens-2004,pair without coxswain 2 men,Men,SILVER,GameTeam,129.0,2955
Sailing,athens-2004,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,122.0,2961
Sailing,athens-2004,470 - Two Person Dinghy men,Men,BRONZE,GameTeam,122.0,2962
Tennis,london-2012,mixed doubles mixed,Mixed,SILVER,GameTeam,131.0,2967
Bobsleigh,turin-2006,two-man men,Men,GOLD,GameTeam,29.0,2968
Bobsleigh,vancouver-2010,two-man men,Men,GOLD,GameTeam,29.0,2968
Canoe Sprint,beijing-2008,C2 1000m canoe double men,Men,GOLD,GameTeam,125.0,2979
Canoe Sprint,london-2012,C2 1000m canoe double men,Men,SILVER,GameTeam,125.0,2979
Sailing,athens-2004,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,2981
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,2981
Sailing,athens-2004,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,2982
Sailing,beijing-2008,470 - Two Person Dinghy men,Men,SILVER,GameTeam,131.0,2982
Badminton,athens-2004,doubles women,Women,GOLD,GameTeam,19.0,2993
Badminton,sydney-2000,doubles women,Women,SILVER,GameTeam,19.0,2994
Badminton,athens-2004,doubles women,Women,GOLD,GameTeam,19.0,2994
Badminton,atlanta-1996,Singles women,Women,SILVER,Athlete,61.0,2996
Badminton,athens-2004,Singles women,Women,SILVER,Athlete,61.0,2996
Diving,beijing-2008,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,29.0,3004
Diving,beijing-2008,synchronized diving 3m springboard women,Women,BRONZE,GameTeam,29.0,3005
Rowing,beijing-2008,double sculls 2x men,Men,SILVER,GameTeam,35.0,3013
Diving,athens-2004,synchronized diving 10m platform women,Women,BRONZE,GameTeam,81.0,3020
Rowing,beijing-2008,pair without coxswain 2 men,Men,SILVER,GameTeam,81.0,3021
Rowing,beijing-2008,pair without coxswain 2 men,Men,SILVER,GameTeam,81.0,3022
Cycling Track,rio-2016,Omnium men,Men,SILVER,Athlete,131.0,3026
Cycling Track,athens-2004,Madison men,Men,BRONZE,GameTeam,131.0,3027
Cycling Track,athens-2004,Individual Pursuit men,Men,GOLD,Athlete,131.0,3027
Cycling Track,beijing-2008,Individual Pursuit men,Men,GOLD,Athlete,131.0,3027
Cycling Road,london-2012,individual time trial men,Men,GOLD,Athlete,131.0,3027
Sailing,beijing-2008,49er - Skiff mixed,Open,GOLD,GameTeam,118.0,3036
Canoe Sprint,beijing-2008,K2 500m kayak double men,Men,GOLD,GameTeam,127.0,3038
Badminton,athens-2004,Doubles mixed,Mixed,SILVER,GameTeam,131.0,3040
Sailing,sydney-2000,Finn - One Person Dinghy (Heavyweight) men,Men,GOLD,Athlete,131.0,3041
Sailing,beijing-2008,Star - Keelboat men,Men,GOLD,GameTeam,131.0,3041
Sailing,london-2012,Star - Keelboat men,Men,SILVER,GameTeam,131.0,3041
Sailing,sydney-2000,Tornado - Multihull mixed,Open,SILVER,GameTeam,7.0,3043
Sailing,beijing-2008,Tornado - Multihull mixed,Open,SILVER,GameTeam,7.0,3043
Sailing,barcelona-1992,Tornado - Multihull mixed,Open,BRONZE,GameTeam,7.0,3044
Sailing,sydney-2000,Tornado - Multihull mixed,Open,SILVER,GameTeam,7.0,3044
Rowing,london-2012,pair without coxswain 2 men,Men,BRONZE,GameTeam,131.0,3047
Rowing,london-2012,pair without coxswain 2 men,Men,BRONZE,GameTeam,131.0,3048
Tennis,london-2012,mixed doubles mixed,Mixed,BRONZE,GameTeam,71.0,3049
Tennis,beijing-2008,doubles men,Men,BRONZE,GameTeam,71.0,3050
Tennis,london-2012,doubles men,Men,GOLD,GameTeam,71.0,3050
Tennis,london-2012,mixed doubles mixed,Mixed,BRONZE,GameTeam,71.0,3050
Beach Volleyball,athens-2004,Beach volleyball men,Men,GOLD,GameTeam,56.0,3060
Beach Volleyball,beijing-2008,Beach volleyball men,Men,BRONZE,GameTeam,56.0,3060
Beach Volleyball,london-2012,Beach volleyball men,Men,SILVER,GameTeam,56.0,3060
Canoe Sprint,athens-2004,C2 1000m canoe double men,Men,BRONZE,GameTeam,9.0,3063
Canoe Sprint,beijing-2008,C2 1000m canoe double men,Men,BRONZE,GameTeam,9.0,3063
Canoe Sprint,beijing-2008,C2 1000m canoe double men,Men,BRONZE,GameTeam,9.0,3064
Table Tennis,atlanta-1996,doubles men,Men,GOLD,GameTeam,19.0,3072
Table Tennis,sydney-2000,Singles men,Men,GOLD,Athlete,19.0,3072
Table Tennis,sydney-2000,doubles men,Men,SILVER,GameTeam,19.0,3072
Badminton,sydney-2000,doubles men,Men,SILVER,GameTeam,20.0,3086
Badminton,athens-2004,doubles men,Men,SILVER,GameTeam,20.0,3086
Badminton,sydney-2000,doubles men,Men,SILVER,GameTeam,20.0,3087
Badminton,athens-2004,doubles men,Men,SILVER,GameTeam,20.0,3087
Sailing,london-2012,470 - Two Person Dinghy women,Women,BRONZE,GameTeam,61.0,3088
Cycling Track,beijing-2008,sprint women,Women,BRONZE,Athlete,19.0,3090
Cycling Track,london-2012,Keirin women,Women,SILVER,Athlete,19.0,3090
Cycling Track,london-2012,Team sprint women,Women,SILVER,GameTeam,19.0,3090
Cycling Track,london-2012,sprint women,Women,BRONZE,Athlete,19.0,3090
Sailing,sydney-2000,470 - Two Person Dinghy women,Women,GOLD,GameTeam,7.0,3096
Rowing,atlanta-1996,lightweight double sculls 2x women,Women,GOLD,GameTeam,91.0,3113
Sailing,london-2012,Star - Keelboat men,Men,GOLD,GameTeam,1.0,3121
Sailing,sydney-2000,Finn - One Person Dinghy (Heavyweight) men,Men,BRONZE,Athlete,1.0,3122
Sailing,beijing-2008,Star - Keelboat men,Men,BRONZE,GameTeam,1.0,3122
Sailing,london-2012,Star - Keelboat men,Men,GOLD,GameTeam,1.0,3122
Rowing,athens-2004,pair without coxswain 2 women,Women,BRONZE,GameTeam,125.0,3131
Rowing,beijing-2008,pair without coxswain 2 women,Women,BRONZE,GameTeam,125.0,3131
Diving,beijing-2008,synchronized diving 10m platform men,Men,GOLD,GameTeam,19.0,3132
Cross Country Skiing,turin-2006,Team sprint men,Men,SILVER,GameTeam,18.0,3133
Cross Country Skiing,salt-lake-city-2002,Sprint 15km men,Men,GOLD,Athlete,18.0,3134
Cross Country Skiing,turin-2006,Team sprint men,Men,SILVER,GameTeam,18.0,3134
Synchronized Swimming,sydney-2000,duet women,Women,BRONZE,GameTeam,54.0,3136
Diving,beijing-2008,synchronized diving 3m springboard men,Men,GOLD,GameTeam,19.0,3142
Cross Country Skiing,salt-lake-city-2002,Sprint 15km men,Men,BRONZE,Athlete,90.0,3163
Rowing,sydney-2000,single sculls 1x men,Men,GOLD,Athlete,51.0,3166
Rowing,london-2012,double sculls 2x men,Men,GOLD,GameTeam,51.0,3167
Sailing,beijing-2008,49er - Skiff mixed,Open,BRONZE,GameTeam,29.0,3177
Sailing,beijing-2008,49er - Skiff mixed,Open,BRONZE,GameTeam,29.0,3178
Beach Volleyball,atlanta-1996,Beach volleyball women,Women,BRONZE,GameTeam,7.0,3179
Beach Volleyball,sydney-2000,Beach volleyball women,Women,GOLD,GameTeam,7.0,3179
Rowing,sydney-2000,double sculls 2x men,Men,GOLD,GameTeam,5.0,3188
Rowing,athens-2004,double sculls 2x men,Men,SILVER,GameTeam,5.0,3188
Rowing,london-2012,double sculls 2x men,Men,BRONZE,GameTeam,5.0,3188
Rowing,barcelona-1992,pair without coxswain 2 men,Men,BRONZE,GameTeam,5.0,3189
Rowing,sydney-2000,double sculls 2x men,Men,GOLD,GameTeam,5.0,3189
Rowing,athens-2004,double sculls 2x men,Men,SILVER,GameTeam,5.0,3189
Rowing,london-2012,double sculls 2x men,Men,BRONZE,GameTeam,5.0,3189
Table Tennis,athens-2004,doubles men,Men,SILVER,GameTeam,141.0,3195
Table Tennis,athens-2004,doubles men,Men,SILVER,GameTeam,141.0,3196
Cycling Track,sydney-2000,Points Race men,Men,SILVER,Athlete,109.0,3204
Sailing,barcelona-1992,Tornado - Multihull mixed,Open,BRONZE,GameTeam,61.0,3207
Sailing,atlanta-1996,Tornado - Multihull mixed,Open,SILVER,GameTeam,61.0,3207
