athlete_full_name,country_id,athlete_id
Ok-Ran Ko,93.0,8314
Gwang-Ho KIM,93.0,8315
Kurt Richard BAUSBACK,71.0,8316
Edward Ashley IVES,71.0,8317
Monica ANTICH,127.0,8318
Ana Tarrés,127.0,8319
Peter DIX,24.0,8320
Robert DIX,24.0,8321
Ricardo ACIOLY,56.0,8322
Annika LEMSTRÖM,110.0,8323
Bettina LEMSTRÖM,110.0,8324
Valeri ZUBANOV,145.0,8325
Vladimir LEONTYEV,145.0,8326
Robert LANG,7.0,8327
John BOLT,7.0,8328
Raycho Karmadzhiev,83.0,8329
Kamen KUTSEV,83.0,8330
Leila MESKHI,151.0,8331
Petr RAMSEIDL,13.0,8332
Zdenek KOHOUT,13.0,8333
Gillian WACHSMAN,71.0,8334
Todd WAGGONER,71.0,8335
Lenka KNAPOVA,13.0,8336
Claudia NOVELO,85.0,8337
Pilar RAMIREZ LAGUNA,85.0,8338
Eva Maria EDINGER,94.0,8339
Alexandra WORISCH,94.0,8340
Kinjiro NAKAMURA,122.0,8341
Arnaldo RABAGO,85.0,8342
Guillermo TAPIA,85.0,8343
Nikolaï DIMITROV,83.0,8344
Dimitar DIMITROV,83.0,8345
Stefania CALEGARI,90.0,8346
Georg BOHM,137.0,8347
Jurgen REBEL,137.0,8348
Peter KIENAST,94.0,8349
Christian MARK,94.0,8350
Bruce HEWETT,97.0,8351
Anthony Colin S:R PHILP,97.0,8352
Kelly JOHNSON,81.0,8353
John THOMAS,81.0,8354
Pascal SYLVOZ,54.0,8355
Young-Ja YANG,20.0,8356
Jiri VRDLOVEC,13.0,8357
Petr KUBICEK,13.0,8358
Franco VALTORTA,90.0,8359
Antonio BALDACCI,90.0,8360
Leszek KUCHARSKI,14.0,8361
Aivars POLIS,87.0,8362
Bing HAN,19.0,8363
Hui YANG,19.0,8364
John Thomas SHADDEN,71.0,8365
Zhi-Bin MEI,19.0,8366
Wei LI,19.0,8367
Viktor Zhukov,145.0,8368
V. Menshikov,145.0,8369
Dien-Cheng WU,88.0,8370
Amos MANSDORF,11.0,8371
Gilad BLOOM,11.0,8372
Aleksandr VOLKOV,145.0,8373
Andrey Olkhovsky,145.0,8374
Eliane FIERRO,85.0,8375
Tania FIERRO,85.0,8376
Wilfried AUERBACH,94.0,8377
Thomas LINEMAYR,94.0,8378
Hiroshi OKACHI,122.0,8379
Jesus Maria VILLAREAL,55.0,8380
Juan VILLAREAL,55.0,8381
Karine SCHULER,54.0,8382
Hans NATORP,118.0,8383
Paul NATORP,118.0,8384
Saburo SATO,122.0,8385
Tatsuya WAKINAGA,122.0,8386
Daniel LEGRAS,54.0,8387
Tommaso CHIEFFI,90.0,8388
Marioara POPESCU,91.0,8389
Velichka Mincheva,83.0,8390
Natasha YANAKIEVA,83.0,8391
Bernd HAHN,76.0,8392
Ulrich HAHN,76.0,8393
Hans Petter JENSEN,18.0,8394
Morten JENSEN,18.0,8395
Durward Randolph KNOWLES,120.0,8396
Rossana DE LOS RIOS DE NEFFA,117.0,8397
Larissa SHAERER,117.0,8398
Bun Hui LI,93.0,8399
Sun Bok YU,93.0,8400
Gail JOHNSON,81.0,8401
Karen JOHNSON,81.0,8402
Huei-Chieh HUANG,88.0,8403
Harald WINKLER,94.0,8404
Aleksandr CAYKOVSKI,70.0,8405
Ertugul OZKAN,70.0,8406
Jonathan RICHARDS,131.0,8407
James COOK,7.0,8408
Robert WILMOT,7.0,8409
Yevgeny Belousov,145.0,8410
Aleksandr BELIAKOV,145.0,8411
Carol FOX,71.0,8412
Richard DALLEY,71.0,8413
Florica DOSPINESCU,91.0,8414
Elena Oprea,91.0,8415
Meinhard NEHMER,76.0,8416
Vladyslav Akymenko,145.0,8417
Petra RITTER,94.0,8418
Judith WIESNER,94.0,8419
Christian MEILI,32.0,8420
Gerard MACKEN,24.0,8421
Malachy SHERIDAN,24.0,8422
Ilona BATA,9.0,8423
Klara LANGHOFFER,9.0,8424
Bojan PRESEREN,124.0,8425
Sadik MUJKIC,124.0,8426
Horst SKOFF,94.0,8427
Alexander ANTONITSCH,94.0,8428
Cornelis VAN BLADEL,61.0,8429
James H. MELVIN,71.0,8430
Patrick Lynn MUGLIA,71.0,8431
Nadia BISIACH,7.0,8432
Leon WROBEL,14.0,8433
Tomasz STOCKI,14.0,8434
Dainis BREMZE,145.0,8435
Aigars KRIKIS,145.0,8436
Carlo CROCE,90.0,8437
Luciano ZINALI,90.0,8438
Lars BENGTSSON,1.0,8439
Stefan BENGTSSON,1.0,8440
"John Gilbert, Jr. MATHIAS",71.0,8441
"Norman Douglas, Sr. FREEMAN",71.0,8442
Goran PRPIC,129.0,8443
Suzanna Wibowo,2.0,8444
Long-Can CHEN,19.0,8445
Alain CHOO-CHOY,41.0,8446
Gilanti HOSNANI,41.0,8447
Sabine BAESS,76.0,8448
Tassilo THIERBACH,76.0,8449
Stacey SMITH,71.0,8450
John SUMMERS,71.0,8451
Kathryn PRITCHARD,131.0,8452
Jason BRIGGS,131.0,8453
Mélanie COLE,81.0,8454
Michael FARRINGTON,81.0,8455
Gerhard PANUSCHKA,94.0,8456
Manfred PANUSCHKA,94.0,8457
Olga HOMEGHI-BULARDA,91.0,8458
Valeria ROSCA-RASILA,91.0,8459
Qiang-Hua MENG,19.0,8460
Miyako TANAKA,122.0,8461
Mikako KOTANI,122.0,8462
Rodica PUSCATU-ARBA,91.0,8463
Hans STANGASSINGER,137.0,8464
Franz WEMBACHER,137.0,8465
Cinthia KNOTH,56.0,8466
Marcia PELLICANO,56.0,8467
Bo LUAN,19.0,8468
Bin YAO,19.0,8469
Hong-Yan XI,19.0,8470
Omar CAMPORESE,90.0,8471
Svein Egil SOLVANG,18.0,8472
Harald AMUNDSEN,18.0,8473
Takao SAKAI,122.0,8474
Lutgarde THIJS,72.0,8475
Melinda KUNHEGYI,81.0,8476
Constantin POSTOIU,91.0,8477
Valer TOMA,91.0,8478
Antonios BONAS,84.0,8479
Demetrios GERONTARIS,84.0,8480
Sarmite STONE,145.0,8481
Marina SMORODINA,145.0,8482
Konstantinos MANTHOS,84.0,8483
Neal MCDONALD,131.0,8484
Roger YEOMAN,131.0,8485
Gérard CHRISTAUD-PIPOLA,54.0,8486
Patrick LACHAUD,54.0,8487
Ivan PATZAICHIN,91.0,8488
Petre CAPUSTA,91.0,8489
Lazar KHRISTOV,83.0,8490
Georgi Danchev,83.0,8491
Marek LBIK,14.0,8492
Rolf NEHN,56.0,8493
Elizabeth CRAIG,81.0,8494
Patricia SMITH,81.0,8495
Ron STEVENS,61.0,8496
Gert Jan LEBBINK,61.0,8497
Natalya LINICHUK,145.0,8498
Gennady KARPONOSOV,145.0,8499
Christian HÄNDLE,137.0,8500
Ralf THIENEL,137.0,8501
Steven BAKKER,61.0,8502
Shirley DERY-BATLIK,71.0,8503
Leslie Gail KLEIN,71.0,8504
David Alan DE RUFF,71.0,8505
"John Mantz, III STROTBECK",71.0,8506
Susanne HANDSCHMANN,94.0,8507
Peter HANDSCHMANN,94.0,8508
Karin LUSNIC,5.0,8509
Ihor Nahaiev,145.0,8510
Victor DENISOV,145.0,8511
Bart DRECHSEL,112.0,8512
David CAMPBELL-JAMES,131.0,8513
Catrien EIJKEN,61.0,8514
Marijke ENGELEN,61.0,8515
Ingeborg NIEDERMAYER,94.0,8516
Vera SOMMERBAUER,94.0,8517
Wolfgang HAASE,76.0,8518
Wolfgang WENZEL,76.0,8519
Derek JAGO,24.0,8520
Michael Mackay MCINTYRE,131.0,8521
Philip Brynolf VAILE,131.0,8522
David ARMSTRONG,131.0,8523
Ernesto TREVES,90.0,8524
Silvio NECCHI,90.0,8525
Frances Mary WETHERALL,131.0,8526
Alan Kemp WARREN,131.0,8527
David Charles Gower HUNT,131.0,8528
Anna CROCI,90.0,8529
Luca MANTOVANI,90.0,8530
Tibor HELYI,9.0,8531
Vassil RADEV,83.0,8532
Danail YORDANOV,83.0,8533
Kathrin BECK,94.0,8534
Christoff BECK,94.0,8535
Burt LANCON,71.0,8536
Vicente DE LA GUARDIA,46.0,8537
Kenth RÖNN,1.0,8538
Geoffrey KIRKCONNELL,,8539
Peter MILBURN,,8540
Yves MANKEL,29.0,8541
Thomas RUDOLPH,29.0,8542
Ekkehard SCHULZ,76.0,8543
Jurgen BRIETZKE,76.0,8544
Daniel FERRE,54.0,8545
Georg GROSSMANN,137.0,8546
Alexander WERNSDORFER,137.0,8547
Yehuda MAYAN,11.0,8548
Iu-Vong VONG,141.0,8549
Jean-Claude ROUSSEL,54.0,8550
Dominique LECOINTE,54.0,8551
Klara ENGI,9.0,8552
Attila TOTH,9.0,8553
Titus Omotara,59.0,8554
Eric RENAUD,54.0,8555
Demetrios KARAPATAKIS,26.0,8556
Marios KARAPATAKIS,26.0,8557
Jindrich ZEMAN,13.0,8558
Vladimir RESL,13.0,8559
Mark KOEVERMANS,61.0,8560
Kay Frances WORTHINGTON,81.0,8561
Toma SIMIONOV,91.0,8562
Petru IOSUB,91.0,8563
Laszlo FOLTAN,9.0,8564
Patrick DEBUCKE,72.0,8565
Patrick HANSSENS,72.0,8566
Anton WINKLER,137.0,8567
Anton WEMBACHER,137.0,8568
Samantha SMITH,131.0,8569
Jacqueline PETR,81.0,8570
Mark JANOSCHAK,81.0,8571
Peter ERIKSSON,1.0,8572
Antonio REIS,123.0,8573
Joao POUPADA,123.0,8574
Shusei FUKUZATO,122.0,8575
Hiroyuki IZUMI,122.0,8576
Catherine FOSTER,131.0,8577
Peter NEWLANDS,131.0,8578
Saeko KIMURA,122.0,8579
Miwako MOTOYOSHI,122.0,8580
Elena OPREA-HORVAT,91.0,8581
Bent-Ove PEDERSEN,18.0,8582
Christian RUUD,18.0,8583
Hin Myong KIM,93.0,8584
Song Hui KIM,93.0,8585
Andrew D. GOLDMAN,71.0,8586
Per KJERGARD,118.0,8587
Peter DUE,118.0,8588
Irina MOISEYEVA,145.0,8589
Andrey MINENKOV,145.0,8590
Guy FORGET,54.0,8591
Henri LECONTE,54.0,8592
Elna REINACH,96.0,8593
Agnese BLUMBERGA,87.0,8594
Slobodan ZIVOJINOVIC,124.0,8595
Carl Erik JOHANNESSEN,18.0,8596
Åke Pettersson,1.0,8597
Råland Stridh,1.0,8598
Vasili YURCHENKO,145.0,8599
Yuri LOBANOV,145.0,8600
Pascal CAMIA,,8601
Beat SCHWERZMANN,32.0,8602
Ueli BODENMANN,32.0,8603
Elizabeth SMYLIE,7.0,8604
Wendy TURNBULL,7.0,8605
Klaus BONSACK,76.0,8606
Wolfram FIEDLER,76.0,8607
Jacqueline MASON,7.0,8608
Mervyn John BOWER,7.0,8609
Calvin Thomas COFFEY,71.0,8610
Michael Laurence STAINES,71.0,8611
Roswitha ESSER,137.0,8612
Renate BREUER-DUKAT,137.0,8613
Manfred STELZL,94.0,8614
Peter LUSCHAN,94.0,8615
Corinna HALKE,137.0,8616
Eberhard RAUSCH,137.0,8617
Giovanni GRABER,90.0,8618
Enrico GRABER,90.0,8619
Wolfgang LANGE,29.0,8620
Dieter KRAUSE,29.0,8621
Franck LE NORMAND,54.0,8622
Robert VIDAL,54.0,8623
Jürgen SIMON,29.0,8624
Lothar STÄBER,29.0,8625
Rudolf KNUPPE,61.0,8626
Antonius Johannes GEURTS,61.0,8627
Hans WETTERSTRÖM,1.0,8628
Carl-Gunnar SUNDIN,1.0,8629
William Patrick MAHER,71.0,8630
John Hamann NUNN,71.0,8631
Anne-Louise FORDER,81.0,8632
Richard STEPHENS,81.0,8633
Aleksandar KERCOV,124.0,8634
Stanisa RADMANOVIC,124.0,8635
Maximilian RAUB,94.0,8636
Herbert WIEDERMANN,94.0,8637
James Joseph ROSSI,71.0,8638
Donald FERGUSON,71.0,8639
Evgeni BARBAKOV,145.0,8640
Gennadi KORSHIKOV,145.0,8641
Vitali DYRDYRA,145.0,8642
Hans GEHRIG,81.0,8643
Harry GOETSCHI,81.0,8644
John Michael HESSEL,71.0,8645
James E. MORIARTY,71.0,8646
Zlatko CELENT,124.0,8647
Dusko MRDULJAS,124.0,8648
Leo Vilhelm AHONEN,110.0,8649
Kari Juhani HANSKA,110.0,8650
Hartmann BOGUMIL,76.0,8651
Udo SPRINGSKLEE,76.0,8652
Edward FENDER,14.0,8653
Mieczyslaw PAWELKIEWICZ,14.0,8654
Kjell Evert LUTTEMANN,1.0,8655
Heino FREYBERG,1.0,8656
Gabriel Hector GLORIEUX,72.0,8657
Pierre GOSSELIN,72.0,8658
Jean-Pierre CORDEBOIS,54.0,8659
Didier NIQUET,54.0,8660
Jeremiah Thomas MCCARTHY,131.0,8661
Michael Kenneth COOPER,131.0,8662
Henrik Julius TALLBERG,110.0,8663
René STADLER,32.0,8664
Max FORSTER,32.0,8665
Mario CAPIO,90.0,8666
Marco SARTORI,90.0,8667
Miloslav HOUZIM,13.0,8668
Rudolf PENKAVA,13.0,8669
Maria SZEKELI,91.0,8670
Elena LIPALIT,91.0,8671
Maurice GRAFFEN,54.0,8672
Michel MEYER,54.0,8673
Anna KARBOWIAK,14.0,8674
Malgorzata KAWALSKA,14.0,8675
Frank HANSEN,18.0,8676
Svein Th. THÖGERSEN,18.0,8677
Lawrence Alan HOUGH,71.0,8678
Philip Anthony JOHNSON,71.0,8679
Wolfgang WINKLER,137.0,8680
Fritz NACHMANN,137.0,8681
Eberhard RESCHWAMM,29.0,8682
Dietmar GEDDE,29.0,8683
Ian Sterry BROWNE,7.0,8684
Darryl William PERKINS,7.0,8685
Hellmut Wilhelm E. STAUCH,96.0,8686
Robin STANDING,96.0,8687
Karel PAAR,13.0,8688
Karel STARK,13.0,8689
Hans MAURER,29.0,8690
Rupert GRASEGGER,29.0,8691
Imre FARKAS,9.0,8692
Andras Istvan TÖRO,9.0,8693
Hans-Joachim LANGE,76.0,8694
Herbert WEICHERT,76.0,8695
Florence CAHN,54.0,8696
Jean-R. RACLE,54.0,8697
Rolland Leslie TASKER,7.0,8698
Ian PALMER,7.0,8699
Diana HINKO,94.0,8700
Heinz DÖPFL,94.0,8701
Bill Collins,81.0,8702
Bertram OLDERSHAW,81.0,8703
Alain ROY,54.0,8704
Serge HISSUNG,54.0,8705
Ivan KUCIREK,13.0,8706
Vladimir POPELKA,13.0,8707
Jiri KODES,13.0,8708
Vaclav VOKAL,13.0,8709
deForest Trimingham,105.0,8710
Richard H. DIVALL,105.0,8711
Richard John BENNET,155.0,8712
Gerald BIRD,155.0,8713
Vladas Česiūnas,145.0,8714
Leendert Frans VAN DIS,61.0,8715
Henricus Antonius DROOG,61.0,8716
Ennio FERMO,90.0,8717
Marino SPECIA,90.0,8718
Peder Jr. LUNDE,18.0,8719
Bjorn BERGVALL,18.0,8720
Imre HOLENYI,9.0,8721
Albin MOLNAR,9.0,8722
Carlos BRANIFF,85.0,8723
"Andrés Gerard, Sr.",85.0,8724
Walter EGGERT,29.0,8725
Helmut VOLLPRECHT,29.0,8726
Peter Johannes BAKKER,61.0,8727
Jacobus Willem (Ko) RENTMEESTER,61.0,8728
Lyudmila KHVEDOSYUK-PINAEVA,145.0,8729
Antonina SEREDINA,145.0,8730
Sperry Joanna Jones RADEMAKER,71.0,8731
Marcia Ingram JONES-SMOKE,71.0,8732
David John Oliver FORBES,7.0,8733
Richard Fernand WILLIAMSON,7.0,8734
Gregory SMITH,81.0,8735
John WOOD,81.0,8736
Carlo MASSONE,90.0,8737
Emanuele OTTONELLO,90.0,8738
Erik KALUGIN,145.0,8739
Ibragim KHASANOV,145.0,8740
Roland SURRUGUE,54.0,8741
Michel SCOB,54.0,8742
Nataliya Horodilova,145.0,8743
Hanna Karnaushenko,145.0,8744
James David LEE-NICHOLSON,131.0,8745
Stewart FARQUHARSON,131.0,8746
Sune CARLSSON,1.0,8747
Per-Olof KARLSSON,1.0,8748
Joyce Pamela COATES,131.0,8749
Anthony Frederick HOLLES,131.0,8750
Gilberto GERHARDT,56.0,8751
Sergio BRASILSZTANCSA,56.0,8752
Jack Ernest HARTMAN,71.0,8753
David Lee SHARP,71.0,8754
Pierre SIEGENTHALER,32.0,8755
Michel S.R. BUZZI,32.0,8756
Georges DRANSART,54.0,8757
Marcel RENAUD,54.0,8758
Willi MEHLBERG,29.0,8759
Werner ULRICH,29.0,8760
Frantisek RIHA,13.0,8761
Frantisek VRSOVSKY,13.0,8762
Philippe CHANCEREL,54.0,8763
Michel PARENT,54.0,8764
Eugene Henry PENNELL,81.0,8765
George Robert PARSONS,81.0,8766
Boris SAID,71.0,8767
Thomas M. BECKER,71.0,8768
Georg HEIBL,137.0,8769
Fritz OHLWÄRTER,137.0,8770
Marie (Mieke) JAAPIES,61.0,8771
Maria VAN DER HOLST,61.0,8772
Yuri SVETIKOV,145.0,8773
Sergey Osipov,145.0,8774
Stuart JARDINE,131.0,8775
James Pickering RAMUS,131.0,8776
Cynthia Diane KAUFFMAN,71.0,8777
Ronald Lee KAUFFMAN,71.0,8778
Nikola CUPIN,124.0,8779
Antun IVANKOVIC,124.0,8780
Aksel Ingvar Svane DUUN,118.0,8781
Finn HAUNSTOFT,118.0,8782
Keith SCHELLENBERG,131.0,8783
John RAINFORTH,131.0,8784
Edith ECKBAUER-BAUMANN,137.0,8785
Thea EINÖDER-STRAUBE,137.0,8786
Asle STRAND,18.0,8787
Helge SVENSEN,18.0,8788
Krzysztof SZYMCZAK,14.0,8789
Zbigniew KANIA,14.0,8790
Edwin BERNET,32.0,8791
Rolf AMREIN,32.0,8792
Herbert GRUBER,94.0,8793
Josef OBERHAUSER,94.0,8794
Kalman TOLNAI,9.0,8795
Laszlo FARKAS,9.0,8796
Sven-Olov SJÖDELIUS,1.0,8797
Gunnar UTTERBERG,1.0,8798
André ROBIN,54.0,8799
Lucien GROSSO,54.0,8800
Lyudmila BELOUSOVA,145.0,8801
Oleg PROTOPOPOV,145.0,8802
Else-Marie LINDMARK-LJUNGLOF,1.0,8803
Eva SISTH,1.0,8804
Wolfgang Edgard RICHTER,56.0,8805
Roberto FERREIRA DA ROSA,56.0,8806
Alexe DUMITRU,91.0,8807
Simion ISMAILCIUC,91.0,8808
Guillermo CALEGARIS,144.0,8809
Luis Hector SCHENONE,144.0,8810
Nina GRUZINTSEVA,145.0,8811
Hans-Otto SCHUMACHER,137.0,8812
Wilhelm Bernd BAUES,137.0,8813
Peer Norrbohm NIELSEN,118.0,8814
John Rungsted SÖRENSEN,118.0,8815
Igor LIPALIT,91.0,8816
Nancy LUDINGTON,71.0,8817
Ronald LUDINGTON,71.0,8818
Andre GRUCHET,54.0,8819
Herbert HUTTNER,76.0,8820
Olle AXELSSON,1.0,8821
Tryggve SUNDSTRÖM,1.0,8822
Rudy Thompson,,8823
John HAMBER,,8824
Daniel CAMEJO OCTAVIO,78.0,8825
Juan FELD SZANTO,78.0,8826
Steven Joseph BLAISSE,61.0,8827
Ernest Willem VEENEMANS,61.0,8828
Jochen NEULING,29.0,8829
Heinz WEIGEL,29.0,8830
Tullio PIZZORNO,90.0,8831
Fabienne Etlensperger,54.0,8832
Bertrand CROSET,54.0,8833
Henri SIRVAIN,54.0,8834
Daniela WALKOWIAK-PILECKA,14.0,8835
Janina MENDALSKA,14.0,8836
Konstantinos LIMBERAKIS,84.0,8837
Stylianos KYRIAKIDIS,84.0,8838
Paul LAMEY,71.0,8839
Ullrich LIBOR,137.0,8840
Peter NAUMANN,137.0,8841
Larion SERHEI,91.0,8842
Policarp MALIHIN,91.0,8843
Brian LOVE,81.0,8844
Michael NEARY,81.0,8845
Roberto Jose BORDEU,144.0,8846
Hernan AGOTE,144.0,8847
Frances DAFOE,81.0,8848
Norris BOWDEN,81.0,8849
Pelle PETTERSON,1.0,8850
Stellan WESTERDAHL,1.0,8851
Boris BUDNIKOV,145.0,8852
Roman KOWALEWSKI,14.0,8853
Kazimierz LEWANDOWSKI,14.0,8854
Michael REIMANN,137.0,8855
Olaf FRICKE,137.0,8856
Tamas WICHMANN,9.0,8857
Gyula PETRIKOVICS,9.0,8858
Bruce Robert W. KIRBY,81.0,8859
Oswald BLOUIN,81.0,8860
Ovidio Manuel LAGOS,144.0,8861
Jorge Diego BROWN,144.0,8862
Tommy Shardelow,96.0,8863
Raymond Leonard ROBINSON,96.0,8864
Robert Olen BERKLEY,71.0,8865
Richard Price CAVANAUGH,71.0,8866
Roberto Guillermo SIEBURGER,144.0,8867
Arnoldo PEKELHARING,144.0,8868
Niels Christian FREDBORG,118.0,8869
Per Sarto JORGENSEN,118.0,8870
Erwin THALER,94.0,8871
Josef NAIRZ,94.0,8872
Mykolas Rudzinskas,145.0,8873
Ivan GOLOVACHEV,145.0,8874
Theodore Strathy FROST,71.0,8875
Robert Peck ROGERS,71.0,8876
Sabine JAHN,76.0,8877
Petra BOESLER,76.0,8878
Jose A. RODRIGUEZ REYES,47.0,8879
Juan Rafael TORRUELLA DEL VALLE,47.0,8880
Jurgen HARPKE,76.0,8881
Helmut WAGNER,76.0,8882
Sergio ZARDINI,90.0,8883
Romano BONAGURA,90.0,8884
Miroslav Jemelka,13.0,8885
Rudolf KLABOUCH,13.0,8886
Per Olav WIKEN,18.0,8887
Juan Manuel ALONSO-ALLENDE Y ALLENDE,127.0,8888
Gabriel LAISECA ARTECHE,127.0,8889
Irene MÜLLER,76.0,8890
Hans-Georg DALLMER,76.0,8891
Hendri Jean VERBRUGGHE,72.0,8892
Germain VAN DE MOERE,72.0,8893
Bruce Bernard BANKS,131.0,8894
Stanley Arthur POTTER,131.0,8895
Manfred SCHMID,94.0,8896
Arie DE GRAAF,61.0,8897
Pieter Carel C. VAN DER TOUW,61.0,8898
Marika KILIUS,29.0,8899
Hans-Jürgen BÄUMLER,29.0,8900
Walter AUSSENDORFER,90.0,8901
Sigisfredo MAIR,90.0,8902
Georges TURLIER,54.0,8903
Michel PICARD,54.0,8904
Christian BENDIXEN,81.0,8905
Ragnar FJORAN,81.0,8906
Jurgen BARTH,137.0,8907
Rainer MULLER,137.0,8908
Erwin HAAS,137.0,8909
Lutz ULBRICHT,137.0,8910
John COURT,131.0,8911
John Stuart GOODWIN,131.0,8912
Aleksandr SHAPARENKO,145.0,8913
Melchior Rudolf BÜRGIN,32.0,8914
Martin Andreas STUDACH,32.0,8915
Geoffrey SMITH,7.0,8916
Roberto MIERES,144.0,8917
Victor Hugo FRAGOLA,144.0,8918
David FARFAN,149.0,8919
David FARFAN,39.0,8920
Enzo VICARIO,90.0,8921
Corrado DAL FABBRO,90.0,8922
Michael SCHEUER,29.0,8923
Meinrad MILTENBERGER,29.0,8924
Andreas OSTLER,29.0,8925
Hans HOHENESTER,29.0,8926
Reidar ALVEBERG,18.0,8927
Arnold DYRDAHL,18.0,8928
Andrzej ZYLA,14.0,8929
Jan KASIELSKI,14.0,8930
Nikolay Gorbachov,,8931
or K,,8932
asiuk,,8933
Eugenio MONTI,90.0,8934
Luciano DE PAOLIS,90.0,8935
Gordon JOHNSON,7.0,8936
Hilton CLARKE,7.0,8937
Oldriska PEKNA,13.0,8938
Zdena TICHA,13.0,8939
Jean-Henrik MARTELL,1.0,8940
Lennart BALTER,1.0,8941
Cheryl HOWARD,81.0,8942
Beverley CAMERON,81.0,8943
Robert A. LENNOX,81.0,8944
Paul HENDERSON,81.0,8945
Josef FEISTMANTL,94.0,8946
Manfred STENGL,94.0,8947
Lamberto DALLA COSTA,90.0,8948
Giacomo CONTI,90.0,8949
Vladimir ROMANOVSKY,145.0,8950
Serhiy Nahorniy,145.0,8951
Clayton Russell NICHOLS,71.0,8952
John Richard EVANS,71.0,8953
John HAMMOND,131.0,8954
Bill Sweet,131.0,8955
Geoffrey Audrew SMALE,1.0,8956
Ralph Hamilton ROBERTS,1.0,8957
Gijsbertus VERHAGEN,61.0,8958
Nicolaas Pieter DE JONG,61.0,8959
Miguel SEIJAS,109.0,8960
Juan A. RODRIGUEZ,109.0,8961
Nevio DE ZORDO,90.0,8962
Ezio FIORI,90.0,8963
Theodor (Theo) NÜSING,137.0,8964
Hans-Jacob HITZ,137.0,8965
Gabriel JANOUSEK,13.0,8966
Milan HORYNA,13.0,8967
Tatyana ZHUK,145.0,8968
Aleksandr GORELIK,145.0,8969
Mircea ANASTASESCU,91.0,8970
Stavru TEODOROV,91.0,8971
"Ken Klein, Sr.",,8972
Peter JACKSON,,8973
Lorenzo CANTARELLO,90.0,8974
Antonio RUCCO,90.0,8975
Cornelis KURPERSHOEK,61.0,8976
Eric V. WENNERBERG,1.0,8977
Hans Robert BRYNER,32.0,8978
Urs-Ulrich BUCHER,32.0,8979
Cesare BELTRAMI,90.0,8980
Cesare ZILIOLI,90.0,8981
Borislav BORISOV,83.0,8982
Izabella ANTONOWICZ,14.0,8983
Jadwiga DOERING,14.0,8984
Victor EMERY,81.0,8985
Peter KIRBY,81.0,8986
Anni Marie Verner HANSEN,118.0,8987
Birgit JENSEN,118.0,8988
Wolfgang ZIMMERER,137.0,8989
Manfred SCHUMANN,137.0,8990
Csaba GICZI,9.0,8991
Istvan TIMAR,9.0,8992
Alan David BUTLER,,8993
Christopher BEVAN,,8994
Godfrey LIGHTBOURNE,120.0,8995
Sigmund PRITCHARD,120.0,8996
Glenn Seward II FOSTER,71.0,8997
Peter Sweetser DEAN,71.0,8998
Max Bruno ALWIN,61.0,8999
Peter Frits BOTS,61.0,9000
Boris VASILYEV,145.0,9001
Vladimir LEONOV,145.0,9002
Rikio SATO,122.0,9003
Kimihiro SHINADA,122.0,9004
Egil Wike SÖBY,18.0,9005
Jan JOHANSEN,18.0,9006
Liana DRAHOVA,13.0,9007
Peter BARTOSEVICZ,13.0,9008
Robert HUSCHER,71.0,9009
David Sidney MILLER,81.0,9010
William WEST,81.0,9011
Aleksy KONIECZNY,14.0,9012
Zbigniev SKOWRONSKI,14.0,9013
Ingun Brechan,18.0,9014
Angelo DAMIANO,90.0,9015
Sergio BIANCHETTO,90.0,9016
Jose SEGUIN SANTOS,127.0,9017
Fritz LÜDI,32.0,9018
Thomas HAGEN,32.0,9019
Walter GORINI,90.0,9020
Luigi BORGHETTI,90.0,9021
Anita KOBUSS,76.0,9022
Karin HAFTENBERGER,76.0,9023
Carl Edgar RYVES,7.0,9024
James Fred Robert SARGEANT,7.0,9025
Vaclav KOZAK,13.0,9026
Pavel SCHMIDT,13.0,9027
Niels Henry SECHER,118.0,9028
Jørgen Engelbrecht,118.0,9029
Franco CAVALLO,90.0,9030
Camillo GARGANO,90.0,9031
Dandara AN,,9032
Tal KIM,,9033
Anne DODGE,81.0,9034
Peter VANROYE,137.0,9035
Thomas STRAUSS,137.0,9036
Jan FRACZEK,14.0,9037
Ryszard SERUGA,14.0,9038
Hans-Viggo Frederik KNUDSEN,118.0,9039
Erik Rosendahl HANSEN,118.0,9040
Gerald DELACROIX,54.0,9041
Jean François MILLOT,54.0,9042
Susumu ESASHIKA,122.0,9043
Kazumi ABE,122.0,9044
Michael DE CARVALHO,131.0,9045
Andras BARANYECS,9.0,9046
Tibor LENDVAI,9.0,9047
Romeo NEDELCU,91.0,9048
Gheorghe MAFTEI,91.0,9049
Leonid GEISHTOR,145.0,9050
Sergei MAKARENKO,145.0,9051
John Allen SULLY,96.0,9052
Alfred Lewis EVANS,96.0,9053
Janos URANYI,9.0,9054
Laszlo FABIAN,9.0,9055
Giorgio ALVERA,90.0,9056
Franco PERRUQUET,90.0,9057
Petrana KOLEVA,83.0,9058
Aleksandr TIMOSHININ,145.0,9059
Gabriella COTTA RAMUSINO,90.0,9060
Luciana GUINDANI,90.0,9061
Arthur W. TYLER,71.0,9062
Edgar Duff SEYMOUR,71.0,9063
Jacques Henri Marie MAILLET,54.0,9064
Achille GIOVANNONI,54.0,9065
Miklos DARVAS,9.0,9066
Peter POVAZSAI,9.0,9067
Alfonso SERRANO,85.0,9068
Sergio GONZALEZ KARG,85.0,9069
Mario BUCKUP,56.0,9070
